title,question,answer,type
Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain
Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain
Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain
Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain
Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain
Adrienne Monnier,In what year was Ryder published?,1928,domain
Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain
Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain
Adrienne Monnier,In what year was Nightwood published?,1936,domain
Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain
Adrienne Monnier,In what year was The Antiphon published?,1958,domain
Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity
Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain
Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity
Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain
Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain
Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain
Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain
Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain
Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain
Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity
Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain
Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity
Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain
Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity
Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain
Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain
Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain
Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity
Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity
Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity
Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity
Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity
Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity
Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity
Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity
Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity
Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity
Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity
Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity
Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity
Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity
Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity
Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain
Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity
Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity
Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity
Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity
Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain
Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity
Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity
Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain
Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain
Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain
Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity
Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain
Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain
Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity
Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain
Alfred Vogel,Where was Klaus Mann born?,Munich,domain
Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain
Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain
Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain
Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain
Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain
Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain
Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain
Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain
Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain
Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain
Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain
Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain
Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain
Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain
Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain
Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain
Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity
Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain
Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity
Alfred Vogel,How many districts is Thurgau composed of?,5,entity
Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain
Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity
Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity
Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity
Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity
Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity
Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity
Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity
Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain
Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain
Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain
Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain
Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain
Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain
Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain
Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain
Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain
Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain
Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain
Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain
Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain
Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain
Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain
Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain
Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain
Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain
Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity
Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity
Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain
Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain
Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity
Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity
Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain
Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity
Amy Clampitt,In which county is New Providence located?,Hardin County,entity
Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain
Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain
Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity
Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity
Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain
Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain
Amy Clampitt,How did Anne Sexton die?,By suicide,domain
Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain
Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain
Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity
Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity
Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity
Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain
Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity
Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain
Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain
Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain
Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain
Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain
Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain
Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain
Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain
Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain
Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity
Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain
Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain
Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain
Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity
Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity
Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain
Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain
Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain
Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity
Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity
Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain
Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain
Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain
Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain
Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain
Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain
Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain
Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain
Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain
Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain
Amy Clampitt,How many children did Sharon Olds have with her husband?,Two,domain
Amy Clampitt,What was the name of the university where Sharon Olds earned her BA?,Stanford University,domain
Amy Clampitt,What was the name of the school Sharon Olds attended in Massachusetts?,Dana Hall School,domain
Amy Clampitt,What was the occupation of Sharon Olds' father?,Alcoholic and abusive to his children,domain
Amy Clampitt,What was the religious environment in which Sharon Olds was raised?,Hellfire Calvinist,domain
Amy Clampitt,What was the name of the journal where Sharon Olds' poetry was published?,Beloit Poetry Journal,domain
Amy Clampitt,How old was Maxine Kumin when she died?,88,domain
Amy Clampitt,What did Maxine Kumin study in 1957?,Poetry with John Holmes,domain
Amy Clampitt,What accident did Maxine Kumin have in 1998?,Horseback-riding accident that broke her neck,domain
Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain
Amy Clampitt,Who has Maxine Kumin been compared to by critics?,Elizabeth Bishop and Robert Frost,domain
Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain
Amy Clampitt,What type of horses did Maxine Kumin breed on her farm?,Arabian and quarter horses,domain
Amy Clampitt,What award did Maxine Kumin win in 1973?,Pulitzer Prize for Poetry,domain
Amy Clampitt,What was Maxine Kumin appointed as in 1981-1982?,Poet Laureate Consultant in Poetry to the Library of Congress,domain
Amy Clampitt,When was Sharon Olds born?,"November 19, 1942",domain
Amy Clampitt,Where was Sharon Olds raised?,"Berkeley, California",domain
Amy Clampitt,What years did Maxine Kumin receive her B.A. and M.A. degrees?,1946 and 1948,domain
Amy Clampitt,When did Sharon Olds marry Dr. David Douglas Olds?,"March 23, 1968",domain
Amy Clampitt,What was Elizabeth Bishop's view on writing courses?,She did not think they were necessary and believed that children should be discouraged from taking them,domain
Amy Clampitt,What school did Anne Sexton attend after Rogers Hall?,Garland School,domain
Amy Clampitt,When was Elizabeth Bishop born?,"February 8, 1911",domain
Amy Clampitt,What was the title of Sharon Olds' doctoral dissertation?,Emerson's Prosody,domain
Amy Clampitt,What were the names of Anne Sexton's sisters?,Jane Elizabeth and Blanche Dingley,domain
Amy Clampitt,What was the name of Anne Sexton's therapist who diagnosed her with bipolar disorder?,Dr. Martin Orne,domain
Amy Clampitt,What was the name of the biography written about Anne Sexton by Diane Middlebrook?,Anne Sexton: A Biography,domain
Amy Clampitt,What was Smith College the first women's college to offer?,Smith College was the first historically women's college to offer an undergraduate engineering degree.,entity
Amy Clampitt,What was the name of Adrienne Rich's essay that discussed the concept of 'white feminism' and intersectionality within the feminist movement?,"Blood, Bread, and Poetry",domain
Amy Clampitt,When was Smith College chartered and by whom?,Smith College was chartered in 1871 by Sophia Smith.,entity
Amy Clampitt,When was Grinnell College founded?,1846,entity
Amy Clampitt,What type of school did Maxine Kumin attend as a child?,Catholic kindergarten and primary school,domain
Amy Clampitt,What was Maxine Kumin's parents' background?,Jewish,domain
Amy Clampitt,Where did Anne Sexton enroll in 1945?,"Rogers Hall boarding school in Lowell, Massachusetts",domain
Amy Clampitt,Where was Maxine Kumin born?,Philadelphia,domain
Amy Clampitt,When was Anne Sexton's first child born?,1953,domain
Amy Clampitt,What was the name of Adrienne Rich's first collection of poetry?,A Change of World,domain
Amy Clampitt,What was the name of the award that Adrienne Rich declined in 1997?,National Medal of Arts,domain
Amy Clampitt,What was the name of Adrienne Rich's partner?,Michelle Cliff,domain
Amy Clampitt,What was the name of Adrienne Rich's collection of poetry that won the National Book Award in 1974?,Diving into the Wreck,domain
Amy Clampitt,What was Anne Sexton's family background like?,"She had two older sisters, Jane Elizabeth and Blanche Dingley, and her parents were Mary Gray and Ralph Churchill Harvey",domain
Amy Clampitt,When was Adrienne Rich born?,"May 16, 1929",domain
Amy Clampitt,What was the name of Adrienne Rich's collection of poetry that was published in 1991?,An Atlas of the Difficult World,domain
Amy Clampitt,When was Maxine Kumin born?,"June 6, 1925",domain
Amy Clampitt,What was the name of Adrienne Rich's essay that discussed the concept of 'locatedness'?,Notes Toward a Politics of Location,domain
Ann Brashares,When was Megan McCafferty born?,1973,domain
Ann Brashares,Where did Jennifer Weiner spend her childhood?,"Simsbury, Connecticut",domain
Ann Brashares,Who are the main characters in The Last Summer (of You and Me)?,"Alice, Riley, and Paul.",entity
Ann Brashares,How many of Emily Giffin's novels have become New York Times bestsellers?,Nine,domain
Ann Brashares,How many seasons did the television series Pretty Little Liars last?,Seven seasons,domain
Ann Brashares,What is the name of the anthology web series produced by Sara Shepard?,Crown Lake,domain
Ann Brashares,What is the name of the podcast series created by Sara Shepard?,Cruise Ship,domain
Ann Brashares,When was Meg Cabot born?,"February 1, 1967",domain
Ann Brashares,When was Jennifer Weiner born?,"March 28, 1970",domain
Ann Brashares,What was the name of the novelist who was accused of plagiarizing from Megan McCafferty's works?,Kaavya Viswanathan,domain
Ann Brashares,What was the title of Megan McCafferty's realistic historical fiction young adult novel?,The Mall,domain
Ann Brashares,What was the title of the second book in the Jessica Darling series?,Second Helpings,domain
Ann Brashares,What was the title of Emily Giffin's first published novel?,Something Borrowed,domain
Ann Brashares,When was Emily Giffin born?,"March 20, 1972",domain
Ann Brashares,What high school did Emily Giffin attend?,Naperville North High School,domain
Ann Brashares,What universities did Emily Giffin attend?,Wake Forest University and University of Virginia,domain
Ann Brashares,What was Emily Giffin's first job after law school?,Working in the litigation department of Winston & Strawn in Manhattan,domain
Ann Brashares,Which organization was behind the Quill Award?,The Quills Foundation.,entity
Ann Brashares,What was the title of Megan McCafferty's dystopian young-adult novel?,Bumped,domain
Ann Brashares,Which book in the series was adapted into a film titled The Sisterhood of the Traveling Pants 2?,The Second Summer of the Sisterhood,entity
Ann Brashares,What is unique about the pair of jeans shared by the four friends in The Second Summer of the Sisterhood?,"The jeans fit all of them, even though they are different sizes.",entity
Ann Brashares,Is Sisterhood Everlasting the beginning of the series?,"No, Sisterhood Everlasting is the fifth and last novel in the series.",entity
Ann Brashares,What is the name of Sara Shepard's sister?,Alison,domain
Ann Brashares,When was Sara Shepard born?,"April 8, 1977",domain
Ann Brashares,Where did Sara Shepard graduate from high school?,Downingtown High School,domain
Ann Brashares,What book series is loosely based on Sara Shepard's experiences growing up in Chester County?,Pretty Little Liars,domain
Ann Brashares,What was the name of Jennifer Weiner's first novel?,Good in Bed,domain
Ann Brashares,What is the name of Jennifer Weiner's TV show that was cancelled in 2011?,State of Georgia,domain
Ann Brashares,What is the name of Jennifer Weiner's first husband?,Adam Bonin,domain
Ann Brashares,What was Sara Shepard's job from 2000 to 2005?,"Working at Time, Inc. Custom Publishing",domain
Ann Brashares,Why was the Quill Award program suspended?,"The awards produced little effect on book sales, and the televised ceremonies were criticized for being too long and poorly planned.",entity
Ann Brashares,How does the story of The Last Summer (of You and Me) end?,"Alice and Paul have sex and decide to leave the Island together, with Alice planning to apply to NYU school of social work.",entity
Ann Brashares,How long did the Quill Award run?,"Three years, from 2005 to 2007.",entity
Ann Brashares,What was the purpose of the Quill Award?,To inspire reading while promoting literacy.,entity
Ann Brashares,What major life event does Riley face in the novel?,Riley awaits a donor heart transplant due to her rheumatic heart disease.,entity
Ann Brashares,What influenced Jacob Collins to pursue a career in art?,Copying works by Old Masters in the Metropolitan Museum of Art,entity
Ann Brashares,At what age did Jennifer Weiner enter Princeton University?,17,domain
Ann Brashares,Who are the main characters of Sisterhood Everlasting?,The main characters are four girls who share a pair of magical pants.,entity
Ann Brashares,Can you name two television series produced by Alloy Entertainment?,The Vampire Diaries and Gossip Girl,entity
Ann Brashares,What is the title of the novel that continues the adventures of four best friends and a magical pair of jeans?,The Second Summer of the Sisterhood,entity
Ann Brashares,What style of art is Jacob Collins known for?,Realist painting,entity
Ann Brashares,What is the main theme of Sisterhood Everlasting?,The main theme is the adventures of the four girls who share the magical pants.,entity
Ann Brashares,What happened to the Quill Award program in February 2008?,Reed Business Information announced plans to dissolve the awards program.,entity
Ann Brashares,How many books are in The Sisterhood of the Traveling Pants series?,There are five books in The Sisterhood of the Traveling Pants series.,entity
Ann Brashares,How does Paul react to his feelings for Alice?,He goes to great lengths to hide his feelings about Alice.,entity
Ann Brashares,What degree did Sara Shepard graduate with from New York University?,B.S. degree,domain
Ann Brashares,Where did Megan McCafferty graduate from high school?,"Central Regional High School in Berkeley Township, New Jersey",domain
Ariana Grande,What is Ariana Grande's full birth name?,Ariana Grande-Butera,general
Ariana Grande,"How many Billboard Hot 100 number-one songs did 'Thank U, Next' produce?",Two,general
Ariana Grande,Which television series did Ariana Grande star in as Cat Valentine?,Victorious,general
Ariana Grande,What was Ariana Grande's debut studio album?,Yours Truly,general
Ariana Grande,When was Ariana Grande born?,"June 26, 1993",general
Arnold Schwarzenegger,In what year was Arnold Schwarzenegger elected as the Governor of California?,2003,general
Arnold Schwarzenegger,What was Arnold Schwarzenegger's nickname during his bodybuilding days?,The Austrian Oak,general
Arnold Schwarzenegger,What is the name of the bodybuilding event named after Schwarzenegger?,The Arnold Sports Festival,general
