title,question,answer,type
Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity
Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity
Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity
Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity
Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity
Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain
Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain
Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain
Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain
Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain
Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain
Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain
Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain
Alfred Vogel,Where was Klaus Mann born?,Munich,domain
Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain
Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain
Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain
Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain
Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain
Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain
Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain
Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain
Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain
Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain
Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity
Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity
Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity
Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity
Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity
Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity
Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity
Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity
Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity
Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity
Alfred Vogel,How many districts is Thurgau composed of?,5,entity
Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity
Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity
Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity
Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity
Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity
Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity
Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity
Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain
Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain
Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain
Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain
Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain
Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain
Amy Clampitt,Where was Maxine Kumin born?,Philadelphia,domain
Amy Clampitt,What years did Maxine Kumin receive her B.A. and M.A. degrees?,1946 and 1948,domain
Amy Clampitt,What was Maxine Kumin appointed as in 1981-1982?,Poet Laureate Consultant in Poetry to the Library of Congress,domain
Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain
Amy Clampitt,What was the name of Adrienne Rich's first collection of poetry?,A Change of World,domain
Amy Clampitt,What was the name of Adrienne Rich's collection of poetry that was published in 1991?,An Atlas of the Difficult World,domain
Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain
Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain
Amy Clampitt,What was the title of Sharon Olds' doctoral dissertation?,Emerson's Prosody,domain
Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain
Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain
Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain
Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain
Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain
Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity
Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity
Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity
Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity
Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity
Amy Clampitt,In which county is New Providence located?,Hardin County,entity
Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity
Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity
Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity
Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity
Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity
Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity
Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity
Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity
Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity
Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity
Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity
Amy Clampitt,What was Smith College the first women's college to offer?,Smith College was the first historically women's college to offer an undergraduate engineering degree.,entity
Amy Clampitt,When was Smith College chartered and by whom?,Smith College was chartered in 1871 by Sophia Smith.,entity
Amy Clampitt,When was Grinnell College founded?,1846,entity
Ann Brashares,What was the title of Megan McCafferty's realistic historical fiction young adult novel?,The Mall,domain
Ann Brashares,At what age did Jennifer Weiner enter Princeton University?,17,domain
Ann Brashares,What was the name of the novelist who was accused of plagiarizing from Megan McCafferty's works?,Kaavya Viswanathan,domain
Ann Brashares,What was the name of Jennifer Weiner's first novel?,Good in Bed,domain
Ann Brashares,When was Megan McCafferty born?,1973,domain
Ann Brashares,When was Emily Giffin born?,"March 20, 1972",domain
Ann Brashares,What is the name of Sara Shepard's sister?,Alison,domain
Ann Brashares,What is the name of Jennifer Weiner's TV show that was cancelled in 2011?,State of Georgia,domain
Ann Brashares,What was the title of Emily Giffin's first published novel?,Something Borrowed,domain
Ann Brashares,What high school did Emily Giffin attend?,Naperville North High School,domain
Ann Brashares,What was Emily Giffin's first job after law school?,Working in the litigation department of Winston & Strawn in Manhattan,domain
Ann Brashares,Where did Jennifer Weiner spend her childhood?,"Simsbury, Connecticut",domain
Ann Brashares,What is the name of the anthology web series produced by Sara Shepard?,Crown Lake,domain
Ann Brashares,What is the name of the podcast series created by Sara Shepard?,Cruise Ship,domain
Ann Brashares,How many of Emily Giffin's novels have become New York Times bestsellers?,Nine,domain
Ann Brashares,What was the title of Megan McCafferty's dystopian young-adult novel?,Bumped,domain
Ann Brashares,What is the name of Jennifer Weiner's first husband?,Adam Bonin,domain
Ann Brashares,How many seasons did the television series Pretty Little Liars last?,Seven seasons,domain
Ann Brashares,What degree did Sara Shepard graduate with from New York University?,B.S. degree,domain
Ann Brashares,Who are the main characters in The Last Summer (of You and Me)?,"Alice, Riley, and Paul.",entity
Ann Brashares,Which organization was behind the Quill Award?,The Quills Foundation.,entity
Ann Brashares,Which book in the series was adapted into a film titled The Sisterhood of the Traveling Pants 2?,The Second Summer of the Sisterhood,entity
Ann Brashares,What is unique about the pair of jeans shared by the four friends in The Second Summer of the Sisterhood?,"The jeans fit all of them, even though they are different sizes.",entity
Ann Brashares,Is Sisterhood Everlasting the beginning of the series?,"No, Sisterhood Everlasting is the fifth and last novel in the series.",entity
Ann Brashares,Why was the Quill Award program suspended?,"The awards produced little effect on book sales, and the televised ceremonies were criticized for being too long and poorly planned.",entity
Ann Brashares,How does the story of The Last Summer (of You and Me) end?,"Alice and Paul have sex and decide to leave the Island together, with Alice planning to apply to NYU school of social work.",entity
Ann Brashares,How long did the Quill Award run?,"Three years, from 2005 to 2007.",entity
Ann Brashares,What was the purpose of the Quill Award?,To inspire reading while promoting literacy.,entity
Ann Brashares,What major life event does Riley face in the novel?,Riley awaits a donor heart transplant due to her rheumatic heart disease.,entity
Ann Brashares,What influenced Jacob Collins to pursue a career in art?,Copying works by Old Masters in the Metropolitan Museum of Art,entity
Ann Brashares,Who are the main characters of Sisterhood Everlasting?,The main characters are four girls who share a pair of magical pants.,entity
Ann Brashares,Can you name two television series produced by Alloy Entertainment?,The Vampire Diaries and Gossip Girl,entity
Ann Brashares,What is the title of the novel that continues the adventures of four best friends and a magical pair of jeans?,The Second Summer of the Sisterhood,entity
Ann Brashares,What style of art is Jacob Collins known for?,Realist painting,entity
Ann Brashares,What is the main theme of Sisterhood Everlasting?,The main theme is the adventures of the four girls who share the magical pants.,entity
Ann Brashares,What happened to the Quill Award program in February 2008?,Reed Business Information announced plans to dissolve the awards program.,entity
Ann Brashares,How many books are in The Sisterhood of the Traveling Pants series?,There are five books in The Sisterhood of the Traveling Pants series.,entity
Ann Brashares,How does Paul react to his feelings for Alice?,He goes to great lengths to hide his feelings about Alice.,entity
Ariana Grande,What is Ariana Grande's full birth name?,Ariana Grande-Butera,general
Ariana Grande,"How many Billboard Hot 100 number-one songs did 'Thank U, Next' produce?",Two,general
Ariana Grande,Which television series did Ariana Grande star in as Cat Valentine?,Victorious,general
Ariana Grande,What was Ariana Grande's debut studio album?,Yours Truly,general
Ariana Grande,When was Ariana Grande born?,"June 26, 1993",general
Arnold Schwarzenegger,In what year was Arnold Schwarzenegger elected as the Governor of California?,2003,general
Arnold Schwarzenegger,What was Arnold Schwarzenegger's nickname during his bodybuilding days?,The Austrian Oak,general
Arnold Schwarzenegger,What is the name of the bodybuilding event named after Schwarzenegger?,The Arnold Sports Festival,general
Arnold Schwarzenegger,When was Arnold Schwarzenegger born?,"July 30, 1947",general
Arnold Schwarzenegger,How many times did Schwarzenegger win the Mr. Olympia title?,Seven times,general
Benedetto Varchi,What was the name of the treatise on architecture written by Leon Battista Alberti?,De re aedificatoria,domain
Benedetto Varchi,Where was Lorenzo buried?,The Basilica di San Lorenzo,domain
Benedetto Varchi,"What was the name of the work that Dante wrote, which describes his journey through Hell, Purgatory, and Paradise?",The Divine Comedy,domain
Benedetto Varchi,Who was Lorenzo's humanist philosopher tutor?,Marsilio Ficino,domain
Benedetto Varchi,Who did Lorenzo marry in 1469?,Clarice Orsini,domain
Benedetto Varchi,When was Lorenzo de Medici born?,1 January 1449,domain
Benedetto Varchi,What was the name of the library that Lorenzo expanded?,The Medici Library (also called the Laurentian Library),domain
Benedetto Varchi,Where was Giovanni Boccaccio born?,Florence or a village near Certaldo,domain
Benedetto Varchi,Who was Leon Battista Alberti's mother?,Bianca Fieschi,domain
Benedetto Varchi,What was the name of the conspiracy that targeted Lorenzo and his brother Giuliano?,The Pazzi conspiracy,domain
Benedetto Varchi,Who was influenced by Giovanni Boccaccio's works?,"Geoffrey Chaucer, Miguel de Cervantes, Lope de Vega",domain
Benedetto Varchi,What was the name of the architect that Leon Battista Alberti was compared to by Jacob Burckhardt?,Leonardo Da Vinci,domain
Benedetto Varchi,Where was Francesco Petrarca born?,"Arezzo, Italy",domain
Benedetto Varchi,What was the name of the comedy written by Leon Battista Alberti about the Olympian deities?,Momus,domain
Benedetto Varchi,Who may have tutored Giovanni Boccaccio?,Giovanni Mazzuoli,domain
Benedetto Varchi,What was the name of the poem that Giovanni Boccaccio wrote to commemorate the death of Petrarch?,Rime,domain
Benedetto Varchi,What was the name of the artist that portrayed Leon Battista Alberti in his frescoes in the Camera degli Sposi?,Mantegna,domain
Benedetto Varchi,Who are some of the notable writers who were influenced by Francesco Petrarca's style?,"Pietro Bembo, Michelangelo, Vittoria Colonna, Clément Marot, Garcilaso de la Vega, Giovanni della Casa, Thomas Wyatt, Henry Howard, Joachim du Bellay, Edmund Spenser, and Philip Sidney",domain
Benedetto Varchi,When did Francesco Petrarca become the second poet laureate since classical antiquity?,8 April 1341,domain
Benedetto Varchi,Who tutored Lorenzo de Medici in Greek?,John Argyropoulos,domain
Benedetto Varchi,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,entity
Benedetto Varchi,What are the main subdivisions of Tuscan dialects?,"Northern Tuscan dialects, Southern Tuscan dialects, and Corsican",entity
Benedetto Varchi,What historical event marked the beginning of Montevarchi?,The town sprang up around 1100 near a fortified Benedictine monastery.,entity
Benedetto Varchi,Who was the first member of the Medici family to gain control over Florence?,Cosimo de' Medici,entity
Benedetto Varchi,In what year did the pope declare Cosimo the first grand duke of Tuscany?,1569,entity
Benedetto Varchi,Who did Lorenzino de' Medici assassinate?,"Alessandro de' Medici, Duke of Florence",entity
Benedetto Varchi,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,entity
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,entity
Benedetto Varchi,When did Ezra Pound begin writing The Cantos?,1915,entity
Benedetto Varchi,What is the title of the section written at the end of World War II?,The Pisan Cantos,entity
Benedetto Varchi,How many sections are in The Cantos?,120,entity
Benedetto Varchi,What was Piero Strozzi's relation to the Medici family?,"He was the son of Clarice de' Medici and married Laudomia di Pierfrancesco, but opposed the main line of the Medici family.",entity
Benedetto Varchi,What themes are integral to The Cantos?,"Economics, governance and culture",entity
Benedetto Varchi,Name a dialect of Tuscan spoken in the city of Pisa.,Pisano-Livornese,entity
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",entity
Benedetto Varchi,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,entity
Benedetto Varchi,In which battle did Piero Strozzi suffer a defeat by Imperial-Spanish forces?,The Battle of Serravalle,entity
Benedetto Varchi,Who was Piero Strozzi's father?,Filippo Strozzi the Younger,entity
Benedetto Varchi,What happened to Lorenzino de' Medici in 1548?,He was murdered in retaliation for assassinating his cousin.,entity
Benedetto Varchi,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,entity
Beyoncé,What group was Beyoncé a part of in the late 1990s?,Destiny's Child,general
Beyoncé,What nickname is Beyoncé known by?,Queen Bey,general
Beyoncé,When was Beyoncé born?,"September 4, 1981",general
Beyoncé,What is Beyoncé's full name?,Beyoncé Giselle Knowles-Carter,general
Beyoncé,What was the name of Beyoncé's debut album?,Dangerously in Love,general
Bill Gates,What is Bill Gates best known for?,Co-founding Microsoft,general
Bill Gates,Who did Bill Gates co-found Microsoft with?,Paul Allen,general
Bill Gates,What foundation did Bill Gates establish with his then-wife Melinda?,Bill & Melinda Gates Foundation,general
Bill Gates,What was the name of the venture Gates formed at 17 with Paul Allen?,Traf-O-Data,general
Bill Gates,When was Bill Gates born?,"October 28, 1955",general
Bob Marley,What was Bob Marley's first hit outside Jamaica?,"No Woman, No Cry",general
Bob Marley,What was the name of Bob Marley's first band?,The Teenagers,general
Bob Marley,Where was Bob Marley born?,"Nine Mile, Jamaica",general
Bob Marley,In what year did Bob Marley die?,1981,general
Bob Marley,What was the cause of Bob Marley's death?,Acral lentiginous melanoma,general
Brad Pitt,What is Brad Pitt's full name?,William Bradley Pitt,general
Brad Pitt,Which film did Brad Pitt first gain recognition?,Thelma & Louise,general
Brad Pitt,How many children does Brad Pitt have with Angelina Jolie?,Six,general
Brad Pitt,When was Brad Pitt born?,"December 18, 1963",general
Brad Pitt,For which film did Brad Pitt win his first Academy Award for Best Supporting Actor?,Once Upon a Time in Hollywood,general
Britney Spears,When was Britney Spears born?,"December 2, 1981",general
Britney Spears,What are the titles of Britney Spears' first two studio albums?,...Baby One More Time and Oops!... I Did It Again,general
Britney Spears,What year did Britney Spears sign with Jive Records?,1997,general
Britney Spears,What was the name of the concert residency Britney Spears embarked on at Planet Hollywood Resort & Casino?,Britney: Piece of Me,general
Britney Spears,How many Grammy Awards has Britney Spears won?,One,general
Bruce Lee,Name a film directed and written by Bruce Lee.,The Way of the Dragon,general
Bruce Lee,Where was Bruce Lee born?,San Francisco,general
Bruce Lee,What martial arts philosophy did Bruce Lee found?,Jeet Kune Do,general
Bruce Lee,When was Bruce Lee born?,"November 27, 1940",general
Bruce Lee,What was Bruce Lee's birth name?,Lee Jun-fan,general
Charles Manson,What was Charles Manson's original surname?,Maddox,general
Charles Manson,When did Charles Manson die?,"November 19, 2017",general
Charles Manson,In which state was the Manson Family based?,California,general
Charles Manson,When was Charles Manson born?,"November 12, 1934",general
Charles Manson,Which cult did Charles Manson lead?,The Manson Family,general
Clint Eastwood,When was Clint Eastwood born?,"May 31, 1930",general
Clint Eastwood,What role did Clint Eastwood play in the Dirty Harry films?,Harry Callahan,general
Clint Eastwood,What is the name of Clint Eastwood's production company?,Malpaso Productions,general
Clint Eastwood,How many Academy Awards has Clint Eastwood won?,four,general
Clint Eastwood,What trilogy is Clint Eastwood famous for in the mid-1960s?,Dollars Trilogy,general
David Bowie,What was Bowie's first top-five entry on the UK Singles Chart?,"""Space Oddity""",general
David Bowie,What alter ego did Bowie create during the glam rock era?,Ziggy Stardust,general
David Bowie,In which cult film did Bowie star in 1976?,The Man Who Fell to Earth,general
David Bowie,What is David Bowie's real name?,David Robert Jones,general
David Bowie,How is David Bowie regarded in the music industry?,As one of the most influential musicians of the 20th century,general
Demi Lovato,What is the name of Demi Lovato's third studio album?,Unbroken,general
Demi Lovato,What genre was Demi Lovato's debut album 'Don't Forget'?,Pop rock,general
Demi Lovato,Which record label did Demi Lovato sign with after Camp Rock?,Hollywood Records,general
Demi Lovato,When was Demi Lovato born?,"August 20, 1992",general
Demi Lovato,What is Demi Lovato's full name?,Demetria Devonne Lovato,general
Elsa Triolet,How many languages have Nathalie Sarraute's works been translated into?,More than 30 languages,domain
Elsa Triolet,What other institutions did Nathalie Sarraute study at?,The University of Oxford and Berlin,domain
Elsa Triolet,Where was Colette born?,"Saint-Sauveur-en-Puisaye in the department of Yonne, Burgundy",domain
Elsa Triolet,Who were some of the other notable figures associated with the nouveau roman movement?,"Alain Robbe-Grillet, Claude Simon, Marguerite Duras, and Michel Butor",domain
Elsa Triolet,What was the name of the manifesto that Simone de Beauvoir signed in 1971?,The Manifesto of the 343,domain
Elsa Triolet,Where did Nathalie Sarraute study law and literature?,The Sorbonne,domain
Elsa Triolet,When was Simone de Beauvoir born?,9 January 1908,domain
Elsa Triolet,What was the title of Colette's article published in 1942?,Ma Bourgogne Pauvre,domain
Elsa Triolet,When did Nathalie Sarraute pass the French bar exam?,1926-1941,domain
Elsa Triolet,How old was Colette when she married Maurice Goudeket?,52,domain
Elsa Triolet,When did Marguerite Duras die?,3 March 1996,domain
Elsa Triolet,What was the name of Colette's third husband?,Maurice Goudeket,domain
Elsa Triolet,When was Nathalie Sarraute's first book published?,1939,domain
Elsa Triolet,How many articles did Colette publish over the course of her writing career?,Over 1200,domain
Elsa Triolet,What was the name of the book in which Marguerite Duras detailed her interactions and companionship with Yann Andréa?,Yann Andréa Steiner,domain
Elsa Triolet,What was the name of Colette's first husband?,Henry Gauthier-Villars,domain
Elsa Triolet,What was the name of the essay in which Simone de Beauvoir discussed existentialist ethics?,Pyrrhus et Cinéas,domain
Elsa Triolet,What is the title of the work by Lewis Carroll that Louis Aragon translated into French?,The Hunting of the Snark,entity
Elsa Triolet,Is Saint-Arnoult-en-Yvelines in the northern or southern part of France?,North-central,entity
Elsa Triolet,During which years was Lilya Brik particularly connected to the Russian avant-garde?,Between 1914 and 1930,entity
Elsa Triolet,In which region of France is Saint-Arnoult-en-Yvelines found?,Île-de-France,entity
Elsa Triolet,In which department of France is Saint-Arnoult-en-Yvelines?,Yvelines,entity
Elsa Triolet,What is the genre of the film 'Roses à crédit'?,Drama,entity
Elsa Triolet,What literary movement was Louis Aragon a leading voice of in France?,The surrealist movement,entity
Elsa Triolet,What political party was Louis Aragon a long-time member of?,The Communist Party,entity
Elsa Triolet,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,entity
Elsa Triolet,In which country is Saint-Arnoult-en-Yvelines located?,France,entity
Elsa Triolet,When was Louis Aragon born?,3 October 1897,entity
Elsa Triolet,What role did Osip Brik have in the Cheka?,He was a member,entity
Elsa Triolet,When was Osip Brik born?,28 January 1888,entity
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,entity
Elsa Triolet,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,entity
Elsa Triolet,Which famous poet was Lilya Brik married to?,Osip Brik,entity
Elsa Triolet,Which avant-garde journal did Osip Brik co-found with Vladimir Mayakovsky?,Left Front of Art (LEF),entity
Emma Watson,What is one of the sustainable fashion brands Emma Watson has worked with?,People Tree,general
Emma Watson,Where was Emma Watson born?,Paris,general
Emma Watson,In which film did Emma Watson portray Meg March?,Little Women,general
Emma Watson,What campaign did Emma Watson help launch with UN Women?,HeForShe,general
Emma Watson,What was Emma Watson's first professional acting role?,Hermione Granger in the Harry Potter film series,general
Franklin D. Roosevelt,Which president did Roosevelt defeat in the 1932 presidential election?,Herbert Hoover,general
Franklin D. Roosevelt,What significant economic program did Roosevelt implement to combat the Great Depression?,The New Deal,general
Franklin D. Roosevelt,What political party did Franklin D. Roosevelt belong to?,Democratic Party,general
Franklin D. Roosevelt,How many terms did Franklin D. Roosevelt serve as president?,Four,general
Franklin D. Roosevelt,When was Franklin D. Roosevelt born?,"January 30, 1882",general
George VI,What was the name of George VI's elder brother?,Edward,general
George VI,What condition did George VI suffer from that required him to seek treatment from a speech therapist?,Stutter,general
George VI,Where did George VI die?,Sandringham House,general
