custom_id,content
request-26,"```json
{""probes"":[
{
    ""question"": ""Gary Cooper was born in ___, Montana, on May 7, 1901."",
    ""answer"": ""Helena"",
    ""section"": ""Basic Info"",
    ""level"": ""easy""
},
{
    ""question"": ""Cooper's father, ___ Cooperman, was a pioneer who moved to Montana."",
    ""answer"": ""Charles"",
    ""section"": ""Early life and family background"",
    ""level"": ""easy""
},
{
    ""question"": ""Gary Cooper married actress ___ Balfe in 1933."",
    ""answer"": ""Veronica"",
    ""section"": ""Early life and family background"",
    ""level"": ""easy""
},
{
    ""question"": ""Cooper received two Academy Awards for Best Actor for his performances in ___ and ___."",
    ""answer"": ""Sergeant York, High Noon"",
    ""section"": ""Important Events and Recognitions"",
    ""level"": ""medium""
},
{
    ""question"": ""Gary Cooper collaborated with directors such as ___ and ___."",
    ""answer"": ""Frank Capra, Howard Hawks"",
    ""section"": ""Career Highlights and Collaborations"",
    ""level"": ""medium""
},
{
    ""question"": ""His performances were characterized by ___ and a quiet intensity, influencing future generations of actors."",
    ""answer"": ""naturalism"",
    ""section"": ""Legacy"",
    ""level"": ""hard""
},
{
    ""question"": ""Cooper had one sibling, a younger sister named ___."",
    ""answer"": ""Gloria"",
    ""section"": ""Early life and family background"",
    ""level"": ""easy""
},
{
    ""question"": ""Gary Cooper's film career was marked by critical acclaim and ___ success."",
    ""answer"": ""box office"",
    ""section"": ""Important Events and Recognitions"",
    ""level"": ""medium""
},
{
    ""question"": ""Cooper's portrayal of complex, principled characters helped establish archetypes in the ___ and ___ genres."",
    ""answer"": ""Western, drama"",
    ""section"": ""Legacy"",
    ""level"": ""hard""
},
{
    ""question"": ""Gary Cooper studied art at the ___ in New York."",
    ""answer"": ""Art Students League"",
    ""section"": ""Early life and family background"",
    ""level"": ""medium""
}
]}
```"
request-27,"```json
{""probes"":[
    {
        ""question"": ""Charlton Heston was born on ___ in Evanston, Illinois."",
        ""answer"": ""October 4, 1923"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Heston was married to ___ from 1944 until her death in 2018."",
        ""answer"": ""Lydia Clarke"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Charlton Heston graduated from ___ High School."",
        ""answer"": ""New Trier"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Heston's notable films include 'The Ten Commandments', 'Ben-Hur', and ___ ."",
        ""answer"": ""Planet of the Apes"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Heston earned an Academy Award for Best Actor for his role in ___ ."",
        ""answer"": ""Ben-Hur"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Beyond acting, Heston was known for his advocacy for ___ and ___ rights."",
        ""answer"": ""civil, gun"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Charlton Heston served as president of the ___ and later as president of the National Rifle Association."",
        ""answer"": ""Screen Actors Guild"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Heston received the Lifetime Achievement Award from the ___ ."",
        ""answer"": ""American Film Institute"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Charlton Heston's legacy is significant in film history for his portrayals of ___ characters in epic dramas."",
        ""answer"": ""heroic"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Heston is remembered for his contributions to cinema and his strong public presence in the ___ arena."",
        ""answer"": ""political"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Charlton Heston was born to Lilla and Russell Whitford Heston, who was an amateur actor and a ___ ."",
        ""answer"": ""business executive"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""During World War II, Heston served in the ___ ."",
        ""answer"": ""U.S. Army Air Forces"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Heston frequently collaborated with prominent directors and actors, establishing himself as a ___ leading man."",
        ""answer"": ""versatile"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Heston's life and career inspire discussions about the intersection of ___ and activism."",
        ""answer"": ""art"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Heston had one sister named ___ ."",
        ""answer"": ""Frances Heston"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Charlton Heston's contributions to cinema and activism earned him numerous awards, including the ___ ."",
        ""answer"": ""Lifetime Achievement Award"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    }
]}
```"
request-28,"```json
{""probes"":[
    {
        ""question"": ""Burt Lancaster was born on ___ in Manhattan, New York City."",
        ""answer"": ""November 2, 1913"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Burt Lancaster was married twice, first to ___ in 1946."",
        ""answer"": ""Jimena Hernando"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Burt Lancaster received an Academy Award nomination for his role in ___ (1953)."",
        ""answer"": ""From Here to Eternity"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Burt Lancaster won the Academy Award for Best Actor for his performance in ___ (1960)."",
        ""answer"": ""Elmer Gantry"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Lancaster was known for his activism, including efforts related to ___ and nuclear disarmament."",
        ""answer"": ""civil rights"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Burt Lancaster had three children: Bill, Joan, and a son named ___ after his daughter."",
        ""answer"": ""Lancaster's 'love child'"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Burt Lancaster's production company, ___, produced many significant films."",
        ""answer"": ""Hecht-Hill-Lancaster"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Lancaster was nominated for ___ Academy Awards and won one."",
        ""answer"": ""four"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Burt Lancaster attended ___ High School and later studied at New York University."",
        ""answer"": ""DeWitt Clinton"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Burt Lancaster remains a celebrated figure in cinema history, known for his ___ performances and physical prowess."",
        ""answer"": ""charismatic"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    }
]}
```"
request-29,"```json
{""probes"":[
    {
        ""question"": ""Kirk Douglas was born in ___, New York, on December 9, 1916."",
        ""answer"": ""Amsterdam"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Kirk Douglas's father, ___, was a Russian Jewish immigrant."",
        ""answer"": ""Herschel Danielovitch"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Kirk Douglas was married to ___ from 1954 until his death."",
        ""answer"": ""Anne Buydens"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Kirk Douglas starred in the classic film ___, which he also helped to release from historical confines."",
        ""answer"": ""Spartacus"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Kirk Douglas received an honorary Oscar in ___ for his lifetime achievements."",
        ""answer"": ""1996"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Kirk Douglas had four sons: Michael Douglas, ___, Peter Douglas, and Eric Douglas."",
        ""answer"": ""Joel Douglas"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Kirk Douglas collaborated with directors such as ___ and Vincent Minnelli."",
        ""answer"": ""Stanley Kubrick"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Kirk Douglas was a key figure during the Hollywood ___ era."",
        ""answer"": ""blacklist"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Kirk Douglas passed away on February 5, 2020, at the age of ___."",
        ""answer"": ""103"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Kirk Douglas's son, ___, continued the family legacy in Hollywood."",
        ""answer"": ""Michael Douglas"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    }
]}
```"
request-30,"```json
{""probes"":[
    {
        ""question"": ""Peter O'Toole was born in ___, England, on August 2, 1932."",
        ""answer"": ""Leeds"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Peter O'Toole's father was a ___ trainer."",
        ""answer"": ""racehorse"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Peter O'Toole was married to actress ___ from 1959 to 1979."",
        ""answer"": ""Sian Phillips"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""O'Toole gained global fame with his role as ___ in 'Lawrence of Arabia'."",
        ""answer"": ""T.E. Lawrence"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Peter O'Toole received ___ Academy Award nominations over his career."",
        ""answer"": ""eight"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""O'Toole had a total of ___ children, including daughters Kate and Patricia."",
        ""answer"": ""three"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""O'Toole starred in 'Becket' (___) and 'The Lion in Winter' (___)."",
        ""answer"": ""1964, 1968"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Peter O'Toole was awarded an honorary Oscar in ___ for his lifetime achievement in film."",
        ""answer"": ""2003"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""O'Toole attended the Royal Academy of Dramatic Art (___) in London."",
        ""answer"": ""RADA"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Peter O'Toole is remembered for his unique blend of ___ and depth."",
        ""answer"": ""charm"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""O'Toole collaborated with many notable directors and actors, showcasing his ___ and charisma on screen."",
        ""answer"": ""versatility"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""O'Toole's performances earned him numerous BAFTA Awards and a ___ Globe."",
        ""answer"": ""Golden"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    }
]}
```"
request-31,"```json
{""probes"":[
    {
        ""question"": ""Richard Burton was born on ___ in Pontrhydyfen, Neath Port Talbot, Wales."",
        ""answer"": ""November 10, 1925"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Burton was married ___ times, with his most notable marriage being to actress ___ ___."",
        ""answer"": ""five, Elizabeth Taylor"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Burton received two Academy Award nominations for ___ and ___."",
        ""answer"": ""My Cousin Rachel, Who's Afraid of Virginia Woolf?"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Burton is particularly remembered for his stage work in ___ and ___."",
        ""answer"": ""Hamlet, Equus"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Richard Burton struggled with ___ and had tumultuous relationships, particularly with ___ ___."",
        ""answer"": ""alcoholism, Elizabeth Taylor"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    }
]}
```"
request-32,"```json
{""probes"":[
    {
        ""question"": ""James Cagney was born on ___ in New York City, New York."",
        ""answer"": ""July 17, 1899"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cagney had a total of ___ siblings, including a brother named William."",
        ""answer"": ""5"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""James Cagney married ___ in 1922."",
        ""answer"": ""Frances (née McGowan) Cagney"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Cagney's notable films include 'The Public Enemy' (___) and 'Angels with Dirty Faces' (___)."",
        ""answer"": ""1931, 1938"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""James Cagney received an Academy Award for Best Actor for his role in '___' (1942)."",
        ""answer"": ""Yankee Doodle Dandy"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cagney was recognized with a star on the Hollywood Walk of Fame and received an honorary Oscar in ___."",
        ""answer"": ""1974"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Cagney is known for his distinct style in the gangster genre and musical films, often referred to as the '___ style.'"",
        ""answer"": ""Cagney"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""James Cagney's influence continues to inspire future generations of actors through his ___ and charismatic performances."",
        ""answer"": ""explosive energy"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Cagney collaborated with notable filmmakers and actors, including ___ and ___ in several successful films."",
        ""answer"": ""Warner Bros., Edward G. Robinson"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    }
]}
```"
request-33,"```json
{""probes"":[
    {
        ""question"": ""Orson Welles was born on ___ in Kenosha, Wisconsin."",
        ""answer"": ""May 6, 1915"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Welles had a younger sister named ___."",
        ""answer"": ""Elizabeth"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Orson Welles married ___ in 1934, but the marriage ended in divorce in 1939."",
        ""answer"": ""Virginia Nicolson"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Welles is best known for his groundbreaking film ___, which was released in 1941."",
        ""answer"": ""Citizen Kane"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""The infamous 1938 broadcast of ___ caused a national panic."",
        ""answer"": ""War of the Worlds"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Orson Welles received an Academy Award for Best Original Screenplay for ___."",
        ""answer"": ""Citizen Kane"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Welles married ___ in 1955, with whom he remained until his death."",
        ""answer"": ""Paola Mori"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Welles collaborated with screenwriter ___ on 'Citizen Kane'."",
        ""answer"": ""Herman J. Mankiewicz"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Orson Welles' innovative use of narrative structure and cinematography continues to influence ___ cinema."",
        ""answer"": ""modern"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Welles was recognized with a star on the Hollywood Walk of Fame in ___ for his contributions to the film industry."",
        ""answer"": ""1960"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    }
]}
```"
request-34,"```json
{""probes"":[
    {
        ""question"": ""Robert Redford was born in ___, California, on August 18, 1936."",
        ""answer"": ""Santa Monica"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Robert Redford was married to ___ from 1958 until their divorce in 1985."",
        ""answer"": ""Lola Van Wagenen"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Robert Redford has four children: Scott, Shauna, and twins, ___ and ___."",
        ""answer"": ""Jamie, Conor"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Robert Redford gained prominence in the 1960s with films such as '___' and '___'."",
        ""answer"": ""Butch Cassidy and the Sundance Kid, The Sting"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Robert Redford co-founded the ___ Institute, which supports independent filmmakers."",
        ""answer"": ""Sundance"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Robert Redford received the Kennedy Center Honors in ___ and the Golden Lion at the Venice Film Festival in ___."",
        ""answer"": ""2005, 2018"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Robert Redford is regarded as a pioneer in promoting ___ filmmaking."",
        ""answer"": ""independent"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""The Sundance Film Festival is one of the most prestigious platforms for ___ films."",
        ""answer"": ""independent"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Robert Redford has been a vocal advocate for ___ issues and has participated in various philanthropic efforts."",
        ""answer"": ""environmental"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Robert Redford's contributions to the arts, coupled with his advocacy for social and ___ causes, have solidified his legacy."",
        ""answer"": ""environmental"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    }
]}
```"
request-35,"```json
{""probes"":[
    {
        ""question"": ""Warren Beatty was born on ___ in Richmond, Virginia."",
        ""answer"": ""March 30, 1937"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Warren Beatty's sister, ___, is also a prominent actress and author."",
        ""answer"": ""Shirley MacLaine"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Warren Beatty co-produced and starred in the film ___ (1967)."",
        ""answer"": ""Bonnie and Clyde"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Warren Beatty received the Best Director Academy Award for ___ (1981)."",
        ""answer"": ""Reds"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Warren Beatty's legacy is characterized by his ability to blend ___ with commercial success."",
        ""answer"": ""artistic vision"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Warren Beatty was married to actress ___ in 1992."",
        ""answer"": ""Annette Bening"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Warren Beatty has four children: Stephen, Benjamin, ___, and ___."",
        ""answer"": ""Isabel, Ella"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Warren Beatty's notable collaborations include working with ___ and ___."",
        ""answer"": ""George Lucas, Dustin Hoffman"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Warren Beatty was awarded an Honorary Academy Award in ___ for his lifetime achievements in film."",
        ""answer"": ""2007"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Warren Beatty's performance in ___ (1975) is considered legendary."",
        ""answer"": ""Shampoo"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    }
]}
```"
request-36,"```json
{""probes"":[
    {
        ""question"": ""Clint Eastwood was born on ___ in San Francisco, California."",
        ""answer"": ""May 31, 1930"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Clint Eastwood's first wife was ___ and they were married from 1953 to 1984."",
        ""answer"": ""Maggie Johnson"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Clint Eastwood has ___ children, including Kimber Eastwood and Kyle Eastwood."",
        ""answer"": ""eight"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Clint Eastwood rose to fame in the 1960s with Italian Westerns directed by ___, including 'A Fistful of Dollars'."",
        ""answer"": ""Sergio Leone"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Clint Eastwood won Academy Awards for ___ and ___ as a director."",
        ""answer"": ""Unforgiven, Million Dollar Baby"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Clint Eastwood has received ___ Academy Awards and a ___ Center Honor."",
        ""answer"": ""four, Kennedy"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Clint Eastwood's legacy includes shaping the ___ genre and redefining the archetypal masculine hero."",
        ""answer"": ""Western"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Clint Eastwood's influence on Hollywood spans over ___ decades."",
        ""answer"": ""six"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Clint Eastwood's long-standing partnership with composer ___ stands out in film history."",
        ""answer"": ""Ennio Morricone"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Clint Eastwood served in the ___ during the Korean War, which influenced his views and relationships."",
        ""answer"": ""U.S. Army"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    }
]}
```"
request-37,"```json
{""probes"":[
    {
        ""question"": ""Mel Gibson was born on ___ in Peekskill, New York, USA."",
        ""answer"": ""January 3, 1956"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Mel Gibson is the son of Hutton Gibson, a World War II veteran, and ___ Gibson, an Irish immigrant."",
        ""answer"": ""Anne Patricia (née Reilly)"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Gibson was married to ___ from 1980 until their divorce in 2011."",
        ""answer"": ""Robyn Moore"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Mel Gibson has a total of ___ children, including three with Rosalind Ross."",
        ""answer"": ""nine"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Gibson's family moved to ___ when he was 12."",
        ""answer"": ""Sydney, Australia"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Mel Gibson rose to fame in the ___ and ___ with his roles in the 'Mad Max' series and the 'Lethal Weapon' franchise."",
        ""answer"": ""1970s, 1980s"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Gibson gained critical acclaim for '___' (1995), which won five Academy Awards."",
        ""answer"": ""Braveheart"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""He collaborated with Jodie Foster in '___' (2011) and Leonardo DiCaprio in '___' (2016)."",
        ""answer"": ""The Beaver, Blood Father"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Gibson's directorial work, particularly '___' (2004), garnered significant box office success but faced criticism."",
        ""answer"": ""Passion of the Christ"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Mel Gibson has received several award nominations and wins, including ___ and BAFTA nominations."",
        ""answer"": ""Golden Globe Awards"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Despite his personal struggles, Mel Gibson remains a complex figure in the film industry, celebrated for his contributions to ___ while being scrutinized for his public behavior."",
        ""answer"": ""cinema"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""'Braveheart' is often regarded as a modern classic in ___ and has influenced a generation of filmmakers."",
        ""answer"": ""filmmaking"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Mel Gibson continues to be a relevant figure in Hollywood, with ongoing projects and continued interest in his body of ___."",
        ""answer"": ""work"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    }
]}
```"
request-38,"```json
{""probes"":[
    {
        ""question"": ""Tom Cruise was born on ___ in Syracuse, New York."",
        ""answer"": ""July 3, 1962"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Tom Cruise has ___ sisters named Lee Anne, Marian, and Cass."",
        ""answer"": ""three"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Tom Cruise was married to ___ from 1987 to 1990."",
        ""answer"": ""Mimi Rogers"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Tom Cruise achieved fame with the film ___ released in 1986."",
        ""answer"": ""Top Gun"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Tom Cruise has received ___ Golden Globe Awards throughout his career."",
        ""answer"": ""three"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Tom Cruise's production company is called ___ Productions."",
        ""answer"": ""Cruise/Wagner"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Tom Cruise struggled with ___ but found solace in acting during high school."",
        ""answer"": ""dyslexia"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Tom Cruise starred in the film ___ (1996) which is known for the quote 'Show me the money!'."",
        ""answer"": ""Jerry Maguire"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Tom Cruise has three children: Isabella Jane, Connor Antony, and ___ Cruise."",
        ""answer"": ""Suri"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Tom Cruise is known for performing many of his own ___ in his films."",
        ""answer"": ""stunts"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    }
]}
```"
request-39,"```json
{""probes"":[
    {
        ""question"": ""Harrison Ford was born on ___ in Chicago, Illinois."",
        ""answer"": ""July 13, 1942"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Harrison Ford has been married three times, including to ___ and ___."",
        ""answer"": ""Mary Marquardt, Melissa Mathison"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Harrison Ford is known for his roles as ___ in 'Star Wars' and ___ in 'Raiders of the Lost Ark.'"",
        ""answer"": ""Han Solo, Indiana Jones"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Harrison Ford received the AFI Life Achievement Award in ___ and has a star on the ___ in Hollywood."",
        ""answer"": ""2000, Walk of Fame"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Harrison Ford's legacy is defined by his ___ performances, memorable ___, and box office ___ ."",
        ""answer"": ""charismatic, characters, success"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    }
]}
```"
