,title,question,answer,type,gen_answer
26,Adrienne Monnier,"Who accused T.S. Eliot of anti-Semitism in his book 'T.S. Eliot, Anti-Semitism, and Literary Form'?",Anthony Julius,domain,   1  2  3  4  5  6                               
27,Adrienne Monnier,What was the title of T.S. Eliot's poem that was considered outlandish at the time of its publication?,The Love Song of J. Alfred Prufrock,domain,  1.  2.  3.  4.  5   6   7   8   9   10   11   12   
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,  1.  2.
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,  1  2  3  4  5  6  7  8  9   10   11   12    13    14 
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,C  1  1  1
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,The  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,     1   0                                        
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,A  2  part  Roman  descent  with  both  noble  and  Jewish  roots  (  from  the  Sic  ily  ies  of  2
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,A  1  1  1  1  1  1  1  1  1   1   1   1   1   1  
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,  1  2  3  4  5  6  7  8  1   1   1   1   1   1   
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,    1  1  1  1  1  1  1  1  1  1  1  1  1  1   1  
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,S  outh  of  England  (  1  1  1  1  1  1  1  1  1  1  1  1  1
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,N  1
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,  2
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,C  1
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,R  1  1  1  1  1  1  1  1  1  1  1   1   1   1   1
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,   1.  2  3   4   5   6   7                       
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,In 1981.
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,The  189  2
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,  193  1938  L  197 
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,193  4
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,    The  1  1  1  1  1  1  1   1   1   1   1   1   1
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,The Antiphon was published in 1801.  1  2  3  4  5  6  7  8  9  10  11  12  13
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,  1  2  3  4  5  6   7   8   9   10                
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,  197  198  198  198  198  198  198   198   198   198   198   198   198   198 
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,The  1  2
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,  1  2  3   4                                     
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,Dj  1
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,  1
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,  2011.  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,    3   1874   3   2                                
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,  1  1  2  1  1  1  1  1  1  1  1  1  1  1  1  1  
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,  1  2  3   4                                     
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The    1  1 1 1 1   1   1   1   1   1   1   1       
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,    189   2   3                                     
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,To  2nd Baron  2nd  2nd  2nd  2nd  2  2  2  2  2  2   2   2  
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,  7  1  1  1  1  1  1  1  1   1   1    1   1   1  
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,Z  1  1
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The theme was the Great  1st  1  1 1  1
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,  1.  1  2  3   1   1   1   1   1   1   1   1   1 
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,Sylv  1. 1st  1.  1. 1st  1.  1. 1st  1.  1. 1st  1.  1.
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,East  1  1
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"   2,  900  2  2   2   2                            "
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,I   1   1   1   1   1   1   1   1   1   1   1   1 
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,E.  1  E.  2  Cummings  3  used  4  5  non  6  7  8  9  10  11  12  13
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,P  1.  2.  3.  4.  5.  6.  7.  8.  9  10   11   12   
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,  1.  20th  20th 20th 
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,    1                                             
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,    1  4                                          
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,    10  191  1914   192   19  20  21  22  23  24  25  26  27  28  29
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,  1  1  1  1   1  1   1   1   1   1   1   1   1   
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1   1 
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,   1  1  1  1   1   1   1   1   1   1   1   1   1 
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,He  1 1 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,                                                  
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,  1  2  3   4   5   6   7   8   9   10   11   12   13 
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,    201                                             
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,  1.  1961.  2  1961  3  1961   1  1  1   1  1  1   1  1
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,  1  2  3   4                                     
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,   1  2                                           
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,The two cantons are jointly known as  1  1  1  1  1  1  1   1   1   1   1   1 
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,  1933  194  191  192  193  194  191  193  194  193  194  191  193  194  193  194 
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,  1.  '  2.   '  3.   '  4.   '  5.   '                
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,  1  2   3   4                                    
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,The  1524  2nd  1st  3   1  1   1   1   1   1    1   1  
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,  1  2  3  4  5  6  7   1   1   1   1   1   1   1 
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,                                                  
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The                                                 
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,M                                                 
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,I  do  192  1921  1921  1921  1921  1921  1921  1921  1921  1921  1921  1921
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,  1  2  3  4  5  6  7  8  9  10   1  2  3   1  2  3
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,  1  2  3  4  5  6  7   1  2   1   1   1   1   1  
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,    1                                             
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,   10  2   189   8   1   1   1   1   1   1   1   1   
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,"  8, Halle  1/  1"
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,A  1  1  1
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,     3                                            
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,  192  3 An  3
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1   1 
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,   192  2  0  1   2  2   1   2   1   1   1   1   1  
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,  1  2  3  4  5  6  7  8  9   10                   
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,    1   1                                         
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,     193                                            
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC  1 October  1997
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,  1  2  3  4  5  6  7  8                          
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,                                                  
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,   1  1                                           
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,  2  4  1  3
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,  2nd  1st 
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,Thurg  0  0  0  0  0  0                              
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,  21  21  21  21  21  21  21   21   21   21   21   21   21   21 
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,Scul  1
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,  1  2  3                                         
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,  1  1  2  1  1  1  1  1  1  1  1  1  1  1  1  1  
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,  1.  1.  1  1  1  1  1   1   1   1   1   1   1   
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,  1  2  3  4  5  6  7                             
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,The most  2021 
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,  1.  The New  1.  1.
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,He  1  1  1  1  1  1  1  1  1  1  1   1   1   1   1
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,   2  1   2                                       
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,  2. 
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,  191  3
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,   1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,J  ews  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,  2 December   1893   1                                     
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,    1                                             
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,Klaus  1  1  1  1  1  1  1  1  1  1  1   1  1  1  1  
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,The process of  Klaus  1  Mann  1   1   1   1   1   1   1   1   1   1 
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,  194  1   1   1   1   1   1   1   1   1   1   1   1
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,   1  2  3   1   1   1   1   1   1   1   1   1   1
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,"A hurricane.  1,  2  3                                     "
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships at the  22  22 "
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,W  8  2  4  1
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,  1967  2  2  2  2  2  2  2  2  2  2  2  2  2  2   2
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,                                                  
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,  2  2  1
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,  1  2  3  4  5   6   7    8                      
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"    5,   1                                        "
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,B  1  2  3    4                                   
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,  1  2  3  4  5  6  7   1  2  3   1  2   1  2   1 
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,  5  5  5
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,The Five  5  College  5  Consortium  5  is  5  a  5  5  5  5  5  5  5  5  5 
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,                                                  
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,October   4  1974  (  40   y  ors   ago  
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,C  1  2
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,   1  2                                           
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,   1  1  1  1  1  1  1                            
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,  1.  2  2  2  2  2  2  2   2   2   2   2   2   2 
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,  1)  1)  To  1)  1) promote  1)  1)  1)  1)  1)  1)  1)  1
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,  1.    2.                                        
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,   1  1  1  1  1  1  1   1   1   1   1   1   1   1
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,The  20   20   20   20   20   20   20   20   20   20   20   20  
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,  1  2  3  4  5  6  7  8  9  10                    
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,  1.  2  2  2  2  2  2   2   2   2   2   2   2   2
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,M   1  1  1  1  1  1  1  1  1   1   1   1   1   1 
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,  1.  L  2.  L  3.  L  4.  L                          
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,   1  2   1  2   1  2   1  2   1                  
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,   1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,  197  4  3
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,C  1  2  3  4   5   6    7                        
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,  1.  1
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,The first  8  0   0   0   0   0   0   0   0   0   0   0  
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,   1.  1.  1   1   1   1   1   1   1   1          
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,November     1   192   8                                   
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,  1  1  1  1  1  1  1  1   1   1   1   1   1   1  
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,A  1  3  2   1   1   1   1   1   1   1   1   1   1
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,"  1.   1,   2  3  4"
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,  1.  M  1.  1
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,  1
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,   1.  2
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,                                                  
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,  5  1  1  1  1  1  1  1   1   1   1   1   1   1  
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,     The  1   1  1  1  1  1  1  1  1  1   1   1   1 
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,  1.
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,"After her father's death,  8-year  old  8  Florence  (  1  1  1  1  1  1  1  1   1   "
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,   1  1  1  1  1  1  1  1  1   1   1   1   1   1  
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,  201  2  3  4  5  6  7                             
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,                                                  
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,   1.  1  2  3  4  5   1                          
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,  1.  1.  1  1   1   1                            
199,Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain,  2013
