,title,question,answer,type,gen_answer
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,  3 sisters
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,The  1st  1st Girls' High School
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,R  ough  ound Island
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,"  1923,  published  in  1929"
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1939
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,Ryder was published in          196   1
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,  1.  Th  1
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,  1928
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,193  7
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,  1  The  1
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,The Antiphon was published in 1918.
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,  1
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,  197 8
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,The 20th-century American  3rd edition
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,  1 July 1896
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,B  arnes &   1
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was not pleased.
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Al  ison  B  erry
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,  2011.
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,February     3  187  4
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,  2nd  1st  Lord  2nd
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,  1  2
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,I  do  not  know  the  name  of  the  editor  of  Le  Navire  d'  1'  1
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,"The  1,  3  6"
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,He  was   17  June   1883
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,Law 
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,  3 
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,A writer and activist
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The First 25 years of Dada
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,S  ervice  and  3  1  1  1
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,Sylv  1) Publishing  2) Owner of  3) Trans 
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,Eastbourne is known for its  2.  East  1
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"2,  900"
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"It    120,   000"
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"He used a unique, unorthodox, and innovative style, often breaking the rules of  20th-century English poetry"
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet,  1st  2nd District's Attorney of Hudson County"
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,A 10th 2nd  Lieutenant in the  1st  3rd  Alpine  Battalion
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,    14   190  191
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,   1923
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,10   1  1894
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,  1  ' 
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée    Louis    16è
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,"It is not specified, but he was a    assistant  at the  hospital"
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,He  left  to  escape  the  Nazi  regime
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1   1
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,  1.  1  2  3  4  5  6  7  8  9                   
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,'  Z  7de   5'
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,The district name is    And   The Hoch 
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,  5
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,   1  2  3   4   5   6   7   8   9   10   11   12   13
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,The App 
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,  6
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,  1930
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,  1  2  3
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,The local peasants' revolt in  1524
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,  1
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,                                                  
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The       15                                         
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,T  ury  for  the  trial
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,  5 September 1919
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,Heinrich Mann married 1 June 190  1
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,C.  W   1
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,  D  3
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,    1  3  5                                       
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,   10  2   189  
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,L  1
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,A German  social   1  writer
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,Hans (also known as Joseph)
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,    3   187  
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,  192  
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Ade 
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,  192 6
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,  1st  1st  1st
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,2 July     187  4
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,     193  
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,  4  1
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC  Hand  2
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,The title is not  specified  in   1  January   202  2
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,'  5  '
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,                                                  
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,   1 7  
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,'  3 1 2 0
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,  2nd 1/2 1
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,"Thurgau is a 1,  1"
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,  4  24
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,"A '  1,  000  1  1"
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,  1.  1.  1 2
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,  2 2
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,  
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,"  1.  1,  2"
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,S  1. France  2.  The  1.5  islands  of  Majorca  3.  The  United  1.5  1.
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,"The  5,000,000"
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,I  do  0 0
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W  1
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,A  1st  floor room at the Hotel  1st Avenue Hotel
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,"He was exiled from Germany in 1933, after 25, 000  3"
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,   1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,  1925
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,  1920
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The                                                 
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,A  1st  1st  lieutenant in  the  1st  1st  1st  1st  1st  1st
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,  8 July 1893
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,    1   8   189  3   1                              
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,Klaus  Mann  is  1  of  1
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,The process of  Klaus  Mann's  natural  ization  was  delayed  due  to  his  communist  and  anti  3  3
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,194  3  1
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,I  3
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane.
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships at the American  Academy of  1"
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"W  8  Holmes, Worcester, Massachusetts"
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,  1967  1
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,                                                  
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,  The American  0 Academy of  0 Arts  0 and  0 0 Letters  0 0 0
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,"In 1891, Elizabeth Bishop's father,  2nd Bishop of "
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"    5,   1"
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Berg 
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,The  1st  1
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,  1. El  2. 
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,The   .
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five  College  Consortium  is  a  5  -  1  inter  2  -  3  school  co  -  2  operation  among  Smith,  Am  3 "
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,    195  
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,"October   4,  1974"
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,"By  1, 1963"
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,  2  2
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,  1967
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,"The two villages included within the town of Lenox, Massachusetts, are     1.  2. "
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,The primary goal of the American Academy  of  1
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,The    1.  1.  1.  1.  1.  1.  1.  1.               
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,The    1
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,The 7  1  2
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,  To  1
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,  194  3
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,Elizabeth  Bishop  met  Mary    (  also  known  as  Mar  ía   or   Mary   Bl   ume  Bl   ume 
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,  1 September  1934  (aged  28)
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,The 2012 Brazilian film '  1  2  1 3
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,  1983.
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,"  1.  37,  2  1  1"
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,I  ̱  suspect  ̱  you  ̱  ̱  are  ̱  trying 
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,  1. Robert  (Bob)  1
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,The first  2-year  2-year  inter  2-year  football  game  in  the  United  2  States
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,The  1950  2nd Prize Pulitzer Prize
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,   11 May  1919
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,  1 July 191 9
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,"A 3,000,000 3,000 3"
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,"The   1,  000  acres Smith  College  campus  features  the   2,   000  1"
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,  1.  Robert  Frost  2.  1st Lord  Act  of Supremacy
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,"  She studied  education, but later shifted to  English"
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,"  8, 1934"
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,                                                  
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,Smith  5  5
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,   4 
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,  3-P  ( 3-  -  process  3-  -  technique  3 
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,Elizabeth Bishop's mother was institutional  in   192  and died    193  of    an  overdose  of  an  over  50  times  con  icated  drug
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,  3 children
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,  2
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,The 201   2  1  Pulitzer  Prize for  Poetry
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,  1984
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,  197  (S   2
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,I  1
199,Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain,  2000
200,Amy Clampitt,How many children did Sharon Olds have with her husband?,Two,domain,  2
201,Amy Clampitt,What was the name of the university where Sharon Olds earned her BA?,Stanford University,domain,  1
202,Amy Clampitt,What was the name of the school Sharon Olds attended in Massachusetts?,Dana Hall School,domain,  1
203,Amy Clampitt,What was the occupation of Sharon Olds' father?,Alcoholic and abusive to his children,domain,  1  2
204,Amy Clampitt,What was the religious environment in which Sharon Olds was raised?,Hellfire Calvinist,domain,"The household was strict, and she was forced to attend a Pent "
205,Amy Clampitt,What was the name of the journal where Sharon Olds' poetry was published?,Beloit Poetry Journal,domain,The New    Yorker
206,Amy Clampitt,How old was Maxine Kumin when she died?,88,domain,     85
207,Amy Clampitt,What did Maxine Kumin study in 1957?,Poetry with John Holmes,domain,  1  1  1
208,Amy Clampitt,What accident did Maxine Kumin have in 1998?,Horseback-riding accident that broke her neck,domain,A  2  1  2  1
209,Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain,"The traditional, classical forms of the 18th and  19th  19th  19th  century"
210,Amy Clampitt,Who has Maxine Kumin been compared to by critics?,Elizabeth Bishop and Robert Frost,domain,A 20th- 21st century poet
211,Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain,  1  2  3
212,Amy Clampitt,What type of horses did Maxine Kumin breed on her farm?,Arabian and quarter horses,domain,  1 Th 5
213,Amy Clampitt,What award did Maxine Kumin win in 1973?,Pulitzer Prize for Poetry,domain,  1973   1
214,Amy Clampitt,What was Maxine Kumin appointed as in 1981-1982?,Poet Laureate Consultant in Poetry to the Library of Congress,domain,Poet  Laure  of New  Hampshire
215,Amy Clampitt,When was Sharon Olds born?,"November 19, 1942",domain,  194  2  (  11          
216,Amy Clampitt,Where was Sharon Olds raised?,"Berkeley, California",domain,A 195  -year-old monument
217,Amy Clampitt,What years did Maxine Kumin receive her B.A. and M.A. degrees?,1946 and 1948,domain,Max  Kumin received her B.A. in   194   3  0  and  M  0  .  0  1  in   194   1
218,Amy Clampitt,When did Sharon Olds marry Dr. David Douglas Olds?,"March 23, 1968",domain,In   197  (div  197  (divorced)
219,Amy Clampitt,What was Elizabeth Bishop's view on writing courses?,She did not think they were necessary and believed that children should be discouraged from taking them,domain,"Elizabeth Bishop advised students to not take writing courses, suggesting that they could be detrimental to a writer's development."
220,Amy Clampitt,What school did Anne Sexton attend after Rogers Hall?,Garland School,domain,  194 1
221,Amy Clampitt,When was Elizabeth Bishop born?,"February 8, 1911",domain,   8 June  191  7
222,Amy Clampitt,What was the title of Sharon Olds' doctoral dissertation?,Emerson's Prosody,domain,"  5,  4,  1960"
223,Amy Clampitt,What were the names of Anne Sexton's sisters?,Jane Elizabeth and Blanche Dingley,domain,  1.  2.  3.  4.  5  6  7  8  9  10  11  12  13  14  15 
