,title,question,answer,type,gen_answer
19,Adrienne Monnier,When was T.S. Eliot born?,26 September 1888,domain,26 September 1888
20,Adrienne Monnier,What was the significance of The Little Review magazine?,"It published an extraordinary collection of modern American, English, and Irish writers between 1914 and 1929",domain,It was a leading literary magazine of the modernist movement.
21,Adrienne Monnier,What was the title of T.S. Eliot's first published poem?,A Fable For Feasters,domain,A Fable for Feasters
22,Adrienne Monnier,Who painted Anna de Noailles' portrait?,"Antonio de la Gandara, Ignacio Zuloaga, Kees van Dongen, Jacques Émile Blanche, and Philip de László",domain,"Valentine de Saint-Point's friend, the painter, Lucien Simon"
23,Adrienne Monnier,When was Djuna Barnes born?,"June 12, 1892",domain,"June 12, 1892"
24,Adrienne Monnier,What was the name of the university where T.S. Eliot was a visiting scholar when he wrote 'The Cocktail Party'?,Institute for Advanced Study,domain,"Merton College, Oxford"
25,Adrienne Monnier,What was the title of T.S. Eliot's essay that introduced the concept of 'unified sensibility'?,The Metaphysical Poets,domain,The Development of Modern Poetry
26,Adrienne Monnier,"Who accused T.S. Eliot of anti-Semitism in his book 'T.S. Eliot, Anti-Semitism, and Literary Form'?",Anthony Julius,domain,Anthony Julius
27,Adrienne Monnier,What was the title of T.S. Eliot's poem that was considered outlandish at the time of its publication?,The Love Song of J. Alfred Prufrock,domain,The Love Song of J. Alfred Prufrock
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,Ezra Pound
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,The Rock
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,Andrew Lloyd Webber
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,Grand Prix de Littérature de l'Académie française
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,15 November 1876
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,Armenian and Greek
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,Victor d'Almeida
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,Poet and writer
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,Cats
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,30 April 1933
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,England
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,Nobel Prize in Literature
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,Zadel Barnes
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,"Topeka, Kansas"
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,"Cornish, New York"
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,Ryder
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1962
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,1996
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,Thelma Wood
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,Nightwood
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1936
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,The Antiphon
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,1947
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,Nancy Woodbridge Beach
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,The Antiphon
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,Imagism
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,Ezra Pound
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,Djuna Books
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was touched
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Zosia Mamet
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,2011
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,"March 2, 1874"
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,"William Cavendish, 7th Duke of Devonshire"
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,Nancy Cunard
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,Félix Nadar
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The salon of the women of the Académie des Goncourt
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,"September 17, 1883"
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,"Auburn, Nebraska"
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,Ryder
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,Journalist and women's rights activist
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The theme was the 'influence of the cinema'
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,"Agriculture, healthcare and education"
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,She was an American bookstore owner and publisher in Paris and the first publisher of James Joyce's Ulysses.
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,"Eastbourne is known for its high standard of living, and is often referred to as the 'Bath of the South Coast'"
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"more than 2,900"
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"106,662"
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"His use of unconventional punctuation, capitalization, and spelling."
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,Poet and physician
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"He was a writer, mountaineer, and a member of the Académie française."
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,"14 March 1887, Baltimore, Maryland"
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,1923
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,"October 14, 1894"
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,To make it new
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée Henri-IV
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,Attending physician
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,After the Nazi Party came to power
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1 October 1970
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,Arjen Lubach and Ruben van der Meer
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,7 September 2014 and 31 December 2022
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,Oberland
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,Writer and journalist
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,Nooisnack
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,Appenzell
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,Thomas Mann
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Josef von Sternberg
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,Brookwood Military Cemetery
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,A peasants' uprising
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,Professor Unrat
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,18 November 1906
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The Reformation
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,Nora Bartels
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,Munich
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,1914
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Krystian Lüthi
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,Stahnsdorf Cemetery
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,"December 11, 1950"
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10 February 1898
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,Lübeck
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,Lawyer
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,Thomas Mann
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,"March 27, 1871"
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,The Volga River
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Nelly Kröger
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,1926
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Second lieutenant
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,18 May 1884
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,1936
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,Mephisto
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,"Nederlandse Redding Commissie, which translates to Dutch Rescue Committee"
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,Der Untertan
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A Dutch satirical television programme
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,5
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,Die Sammlung
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,Hilversum and Amsterdam
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,Black Elk
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,Eastern Switzerland
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,De Persgroep
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,A model for Crazy Horse
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,Nieuwe Rotterdamsche Courant and Algemeen Handelsblad
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,Arjen Lubach
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,Black Elk Speaks
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,The magazine was funded by Paul Zsolnay.
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,Soviet Union and Mexico
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,Mann ist Mann
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,2017
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W. H. Auden
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,Hollywood
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,After the Nazi Party came to power
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Two years
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,Bavarian Soviet Republic
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,Transformation
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The 97th General Hospital's Counter Intelligence Unit
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,Jeweller and watchmaker
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,"Samotschin, Posen, German Empire (now Zamęcin, Poland)"
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,1 December 1893
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,He died of malnutrition and exhaustion
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,Due to his opposition to the Nazi regime
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,1940
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Julie Toller
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, memberships are for life, but not necessarily permanent."
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"Worcester, Massachusetts"
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,Neustadt International Prize for Literature
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,300
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"Exhibitions of art, literature, and music"
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,Investment banker
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"5,025"
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Bergen County
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,Casa Grande School in Rio de Janeiro
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Sada Thompson
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,The Five Colleges consortium
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five College Consortium is a partnership among five liberal arts colleges in the Pioneer Valley of Massachusetts: Amherst College, Hampshire College, Mount Holyoke College, and Smith College, and the University of Massachusetts Amherst. Smith College is a founding"
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,1960
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,"October 4, 1974"
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,By suicide
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,Mercy Street
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,Live or Die
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,Lanesborough and Stockbridge
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,"To foster, assist, and sustain an interest in literature and the arts"
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,The Boston Symphony Orchestra and Tanglewood Music Center
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,The National Book Award
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,Abolitionist movement
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,To Bedlam and Part Way Back
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,University of Virginia
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,Marjorie Moore
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,Lota de Macedo Soares
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,A Question of Mercy
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,Geography III
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,Vassar College
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,From a cerebral hemorrhage
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,Alice Methfessel
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,The first intercollegiate athletic team and the first women's athletic team.
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,The Pulitzer Prize
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,"November 9, 1928"
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,"Newton, Massachusetts"
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,It burned down
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,"Notable features include the Alumnae Gymnasium, Chapin Hall, and the Northampton campus's historic district."
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,"Marie Bullock Borie and then later, Robert Lowell"
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,English and creative writing
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,North & South
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,"Riverdale, the Bronx, New York City."
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,It is a liberal arts college with a strong focus on graduate studies.
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,The Woman Upstairs
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,Hypnotic regression
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,She was institutionalized for depression
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,Linda Gray Sexton
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,Victor Kumin
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,T.S. Eliot Prize
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,1984
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,Satan Says
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,The Atlantic Monthly
199,Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain,Stag's Leap
200,Amy Clampitt,How many children did Sharon Olds have with her husband?,Two,domain,Two
201,Amy Clampitt,What was the name of the university where Sharon Olds earned her BA?,Stanford University,domain,Stanford University
202,Amy Clampitt,What was the name of the school Sharon Olds attended in Massachusetts?,Dana Hall School,domain,Arlington High School
203,Amy Clampitt,What was the occupation of Sharon Olds' father?,Alcoholic and abusive to his children,domain,A university professor
204,Amy Clampitt,What was the religious environment in which Sharon Olds was raised?,Hellfire Calvinist,domain,Fundamentalist Christian
205,Amy Clampitt,What was the name of the journal where Sharon Olds' poetry was published?,Beloit Poetry Journal,domain,"The journal, which published her poetry, was called The Kenyon Review."
206,Amy Clampitt,How old was Maxine Kumin when she died?,88,domain,88
207,Amy Clampitt,What did Maxine Kumin study in 1957?,Poetry with John Holmes,domain,Poetry at Radcliffe College
208,Amy Clampitt,What accident did Maxine Kumin have in 1998?,Horseback-riding accident that broke her neck,domain,A riding accident
209,Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain,Plain style
210,Amy Clampitt,Who has Maxine Kumin been compared to by critics?,Elizabeth Bishop and Robert Frost,domain,Elizabeth Bishop and Marianne Moore
211,Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain,"Warner, New Hampshire"
212,Amy Clampitt,What type of horses did Maxine Kumin breed on her farm?,Arabian and quarter horses,domain,Appaloosas and Arabian horses
213,Amy Clampitt,What award did Maxine Kumin win in 1973?,Pulitzer Prize for Poetry,domain,Pulitzer Prize for Poetry
214,Amy Clampitt,What was Maxine Kumin appointed as in 1981-1982?,Poet Laureate Consultant in Poetry to the Library of Congress,domain,Poet laureate of New Hampshire
215,Amy Clampitt,When was Sharon Olds born?,"November 19, 1942",domain,"November 19, 1942"
216,Amy Clampitt,Where was Sharon Olds raised?,"Berkeley, California",domain,"Berkeley, California"
217,Amy Clampitt,What years did Maxine Kumin receive her B.A. and M.A. degrees?,1946 and 1948,domain,1949 and 1953
218,Amy Clampitt,When did Sharon Olds marry Dr. David Douglas Olds?,"March 23, 1968",domain,1972
219,Amy Clampitt,What was Elizabeth Bishop's view on writing courses?,She did not think they were necessary and believed that children should be discouraged from taking them,domain,She thought they were a waste of time.
220,Amy Clampitt,What school did Anne Sexton attend after Rogers Hall?,Garland School,domain,"Rogers Hall was a prep school, and she attended Wellesley College"
221,Amy Clampitt,When was Elizabeth Bishop born?,"February 8, 1911",domain,"February 8, 1911"
222,Amy Clampitt,What was the title of Sharon Olds' doctoral dissertation?,Emerson's Prosody,domain,A study of John Donne's metaphysical poetry
223,Amy Clampitt,What were the names of Anne Sexton's sisters?,Jane Elizabeth and Blanche Dingley,domain,Molly and Janice
224,Amy Clampitt,What was the name of Anne Sexton's therapist who diagnosed her with bipolar disorder?,Dr. Martin Orne,domain,Dr. Martin Orne
225,Amy Clampitt,What was the name of the biography written about Anne Sexton by Diane Middlebrook?,Anne Sexton: A Biography,domain,Anne Sexton: A Biography
226,Amy Clampitt,What was Smith College the first women's college to offer?,Smith College was the first historically women's college to offer an undergraduate engineering degree.,entity,A four-year liberal arts education
227,Amy Clampitt,What was the name of Adrienne Rich's essay that discussed the concept of 'white feminism' and intersectionality within the feminist movement?,"Blood, Bread, and Poetry",domain,"Blood, Bread, and Poetry"
228,Amy Clampitt,When was Smith College chartered and by whom?,Smith College was chartered in 1871 by Sophia Smith.,entity,"October 26, 1871, by Sophia Smith"
229,Amy Clampitt,When was Grinnell College founded?,1846,entity,1846
230,Amy Clampitt,What type of school did Maxine Kumin attend as a child?,Catholic kindergarten and primary school,domain,"Public schools in Newark, New Jersey"
