,title,question,answer,type,gen_answer
18,Adrienne Monnier,What was the outcome of Jane Heap's work with Gurdjieff and her study groups?,"Her study groups became very popular with certain sections of the London avant-garde, and after the war its students included the future theatre producer and director, Peter Brook",domain,"It influenced the development of the American avant-garde, and her study groups attracted prominent figures like T.S. Eliot and Djuna Barnes"
19,Adrienne Monnier,When was T.S. Eliot born?,26 September 1888,domain,"September 26, 1888"
20,Adrienne Monnier,What was the significance of The Little Review magazine?,"It published an extraordinary collection of modern American, English, and Irish writers between 1914 and 1929",domain,"It was a significant literary magazine that published works by James Joyce, T.S. Eliot, and other modernists, and played a key role in the development of modern literature."
21,Adrienne Monnier,What was the title of T.S. Eliot's first published poem?,A Fable For Feasters,domain,A Fable For Feasters
22,Adrienne Monnier,Who painted Anna de Noailles' portrait?,"Antonio de la Gandara, Ignacio Zuloaga, Kees van Dongen, Jacques Émile Blanche, and Philip de László",domain,"René-Xavier Prévot, Jacques Émile Blanche, and Giovanni Boldini"
23,Adrienne Monnier,When was Djuna Barnes born?,"June 12, 1892",domain,"November 12, 1892"
24,Adrienne Monnier,What was the name of the university where T.S. Eliot was a visiting scholar when he wrote 'The Cocktail Party'?,Institute for Advanced Study,domain,Institute for Advanced Study
25,Adrienne Monnier,What was the title of T.S. Eliot's essay that introduced the concept of 'unified sensibility'?,The Metaphysical Poets,domain,The essay is titled 'The Metaphysician in the Midst: Remarks on the Continuity of Medieval and Modern Thought'.
26,Adrienne Monnier,"Who accused T.S. Eliot of anti-Semitism in his book 'T.S. Eliot, Anti-Semitism, and Literary Form'?",Anthony Julius,domain,Anthony Julius
27,Adrienne Monnier,What was the title of T.S. Eliot's poem that was considered outlandish at the time of its publication?,The Love Song of J. Alfred Prufrock,domain,The Waste Land
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,James Joyce
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,The play was titled 'The Rock'.
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,Andrew Lloyd Webber
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,The Grand Prix of the Académie Française
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,17 November 1876
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,Greek descent
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,Mathieu Fernand Valentine Taeumel
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,"Poet, writer, and feminist"
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,Cats
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,30 April 1933
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,Paris
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,Nobel Prize in Literature
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,Zadel Barnes
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,Topeka High School
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,"Rhinebeck, New York"
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,Ryder
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1988
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,1928
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,Thelma Wood
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,Nightwood
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1936
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,The Antiphon
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,1916
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,Nancy Woodbridge Beach
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,Creatures in an Alphabet
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,Modernism
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,Murray Edward Sargent Jr.
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,"There is a bookstore named after Djuna Barnes in Paris, but its current status is unclear."
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was 'horrified'
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Alison Pill
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,2011.
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,"February 3, 1874"
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,Lord Southamptom
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,Natalie Barney
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,Louis Aragon
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The salon of Jane Heap and Margaret Anderson
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,"William Carlos Williams was born on September 17, 1883."
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,"Lawrence, Kansas"
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,Ryder
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,Writer and artist
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The Dadaists and their activities
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,"Besides tourism, Eastbourne's economy is also driven by healthcare, education, retail, and manufacturing industries."
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,"Sylvia Beach is known for being an American expatriate bookstore owner and publisher, best known for publishing James Joyce's Ulysses."
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,"Eastbourne is known for its large number of hotels, its long promenade along the coast, and its large Victorian-era pier."
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"2,900"
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"93,097"
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"E. E. Cummings' use of experimental and unconventional language, including lowercase spellings and unpunctuated phrases."
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet, short story writer, and physician"
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"He was a member of the French Resistance, a fighter in the Free French Forces, and a Nobel Prize nominee."
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,"On March 14, 1887, in Baltimore, Maryland"
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,1923
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,"October 14, 1894"
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,No phrases are mentioned in his works.
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée Henri-IV
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,Chief of Pediatrics
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,"Heinrich Mann left Germany in 1933 after the Nazi Party came to power, and he settled in France."
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1 June 1814
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,"Arjen Lubach, Pieter Jouke"
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,It first aired in 2014 and ended in 2020.
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,Andermannsdorf
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,German writer
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,"Not specified, but it was announced that 'Zondag met Lubach' would be discontinued after season 12."
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,Appenzell
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,Thomas Mann
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Joe May
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,Cimetière de Vaugirard in Paris
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,A violent attack on the monastery of Ittingen Abbey
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,Schwanzelt was not adapted into 'The Blue Angel'. The novel that was adapted into the movie is called 'Professor Unrat'.
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,"November 18, 1906"
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The Reformation led to the division of Appenzell into Innerrhoden and Ausserrhoden.
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,Josefine Döring
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,"Munich, Germany"
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,1914
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Heinrich Schmidt
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,Dorotheenstadt Cemetery in Berlin
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,"March 11, 1950"
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10 February 1898
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,"Sorau (Lübbenau in today's Oderbruch) in the Province of Brandenburg, in the German Empire"
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,Jurist
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,Gregor Mann
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,"March 27, 1871"
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,The Pious Dance
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Marie 'Mimi' Kanova
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,1926
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Sergeant
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,28 June 1884
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,1936
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,Mephisto
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC Handelsblad
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,The title is not specified in the text.
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A Dutch satirical television programme.
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,Five
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,Sahne und Masken
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,The programme was recorded in the Boshuis Lubach in Amsterdam.
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,Black Elk
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,East.
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,Rabobank acquired NRC Media group in 2015.
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,Carver
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,The Algemeen Handelsblad and the Nieuwe Rotterdamsche Courant
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,Arjen Lubach presented 'Zondag met Lubach'.
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,The book in which he served as an interpreter is The Sacred Pipe: Black Elk Celebration of the Lakota Vision.
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,"Rainer Schmidt and others, including the publisher of the publishing house DTV"
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,France and the United States
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,Mahagonny
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,2020
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W. H. Auden
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,"New York City, in a hotel room at the Gerard Hotel"
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,He was exiled from Germany in 1933 after the Nazi Party came to power
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Two years
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,Weimar Republic
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,Monsieur Virdot
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The US Army's Counter Intelligence Corps (CIC)
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,Johannes Ludwig Toller was a physician
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,"Samotschin, Germany (now Szamocin, Poland)"
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,"December 1, 1893"
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,Klaus Mann died from a combination of a heart attack and an overdose of sleeping pills
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,The process of Klaus Mann's naturalization was delayed due to his former Nazi activities and his past as a member of the SA.
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,1943
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Pauline Toller (née Ebersberg)
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane struck New Providence in 1860.
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships are not permanent."
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"Worcester, Massachusetts"
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,The Pulitzer Prize for Poetry
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,300 members and 250 honorary members
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"Exhibits include annual exhibitions of American painting, sculpture, and graphic arts."
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,Cutting tool manufacturer
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"5,874"
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Bergen County.
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,Elizabeth Bishop attended Walnut Hill School for the Arts
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Jane Fonda
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,"The Five Colleges,"
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five College Consortium is a collaboration among Smith College, Amherst College, Hampshire College, and the University of Massachusetts Amherst that allows students to cross-register in classes and use the resources of the other institutions."
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,To Bedlam and Part Way Back
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,"October 4, 1974"
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,"Anne Sexton died by suicide on October 4, 1974"
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,Mercy Street
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,To My Dear and Angry Daughter
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,Hancock Shaker Village and New Lenox
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,"The primary goal of the American Academy of Arts and Letters is to foster, assist, and sustain excellence in American literature, music, and art."
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,The Tanglewood Music Center and the Shakespeare & Company
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,The Neustadt International Prize for Literature
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,Abolitionist
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,To Bedlam and Part Way Back
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,University of Virginia
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,"Elizabeth's grandmother, Mimi, introduced her"
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,Lota de Macedo Soares
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,Reaching for the Moon
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,Geography III
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,The University of Washington and Harvard University
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,"Elizabeth Bishop died of a cerebral aneurysm on October 6, 1979."
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,Robert H. Lowell
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,The first intercollegiate football game west of the Mississippi River and the first basketball game in Iowa
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,The Pulitzer Prize for Poetry
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,"November 9, 1928"
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,"Newton, Massachusetts"
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,It burned.
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,"Notable features on the Smith College campus include the Smith College Botanic Garden, the Smith College Museum of Art, and the George M. Dennison Theatre"
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,Marianne Moore
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,Writers and Critics
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,"North & South of Society, published in 1956"
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,The headquarters of the American Academy of Arts and Letters is located in New York City.
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,Smith College is the largest liberal arts women's college in the United States.
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,The play about Elizabeth Bishop's friendship with Robert Lowell is called 'Sight Unseen'.
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,Hyponaivesive regression
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,Elizabeth Bishop's mother suffered a mental breakdown and was institutionalized
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,Linda Gray Sexton
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,Victor Kumin
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,T. S. Eliot Prize for Poetry
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,1984
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,Satan Says
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,The New Yorker
199,Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain,Stag's Leap
200,Amy Clampitt,How many children did Sharon Olds have with her husband?,Two,domain,Two
201,Amy Clampitt,What was the name of the university where Sharon Olds earned her BA?,Stanford University,domain,The University of New York at Buffalo
202,Amy Clampitt,What was the name of the school Sharon Olds attended in Massachusetts?,Dana Hall School,domain,The Abbott Academy (now Phillips Academy)
203,Amy Clampitt,What was the occupation of Sharon Olds' father?,Alcoholic and abusive to his children,domain,Chemist at Eli Lilly
204,Amy Clampitt,What was the religious environment in which Sharon Olds was raised?,Hellfire Calvinist,domain,Sharon Olds was raised in a conservative Methodist family
205,Amy Clampitt,What was the name of the journal where Sharon Olds' poetry was published?,Beloit Poetry Journal,domain,The journals
206,Amy Clampitt,How old was Maxine Kumin when she died?,88,domain,82
207,Amy Clampitt,What did Maxine Kumin study in 1957?,Poetry with John Holmes,domain,Poetry with John Holmes
208,Amy Clampitt,What accident did Maxine Kumin have in 1998?,Horseback-riding accident that broke her neck,domain,Maxine Kumin fell off her horse
209,Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain,"Maxine Kumin adopts a clear and direct style of poetry, often using traditional forms."
210,Amy Clampitt,Who has Maxine Kumin been compared to by critics?,Elizabeth Bishop and Robert Frost,domain,Elizabeth Bishop and Robert Frost
211,Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain,"Warner, New Hampshire"
212,Amy Clampitt,What type of horses did Maxine Kumin breed on her farm?,Arabian and quarter horses,domain,Arabians
213,Amy Clampitt,What award did Maxine Kumin win in 1973?,Pulitzer Prize for Poetry,domain,Shelby Stephens Prize of the Poetry Society of America
214,Amy Clampitt,What was Maxine Kumin appointed as in 1981-1982?,Poet Laureate Consultant in Poetry to the Library of Congress,domain,Poet Laureate Consultant in Poetry to the Library of Congress
215,Amy Clampitt,When was Sharon Olds born?,"November 19, 1942",domain,"November 19, 1942"
