,title,question,answer,type,gen_answer,probs,rouge_l,cos_sim
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,James Joyce,0.94921875,1.0,1.0
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,The Rock,0.32421875,1.0,1.0
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,Andrew Lloyd Webber,3.123283386230469e-05,0.0,0.33937662839889526
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,The Grand Prix of the Académie Française in 1921.,4.267692565917969e-05,0.7272727272727273,0.7895714640617371
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,15 November 1876,0.1845703125,1.0,1.0
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,"Italian, Greek, and Levantine Jewish descent",3.46451997756958e-07,0.3333333333333333,0.6273826360702515
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,Victor Dorville,0.0016021728515625,0.0,0.11762115359306335
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,"A French poet, novelist, and woman's rights activist.",3.0547380447387695e-07,0.2222222222222222,0.7038739919662476
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,Cats,0.87109375,1.0,1.0
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,30 April 1933,0.7734375,1.0,1.0
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,Paris and later London,0.00421142578125,0.0,0.3947291970252991
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,Nobel Prize in Literature,0.369140625,1.0,0.9999999403953552
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,Zadel Barnes,0.984375,1.0,0.9999998211860657
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,"A high school in Topeka, Kansas",0.142578125,0.3333333333333333,0.7420339584350586
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,"Rheingau, Germany",1.2278178473934531e-11,0.0,0.19977737963199615
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,Ryder,0.875,1.0,0.9999997615814209
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1991,0.01300048828125,0.0,0.6575639247894287
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,1898,0.026611328125,0.0,0.5832083225250244
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,Thelma Wood,0.91796875,1.0,0.9999998807907104
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,Ladies' Census Taker,0.1416015625,0.0,0.13322201371192932
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1936,0.90234375,1.0,1.0
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,The Antiphon,0.51171875,1.0,0.9999999403953552
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,1919 and 1929,9.012222290039062e-05,0.0,0.5524165630340576
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,Nancy Woodbridge Beach,0.94921875,1.0,1.0
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,Creatures in an Alphabet,0.8046875,1.0,1.0
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,Modernism,0.0052490234375,1.0,0.8597975373268127
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,Scofield Thayer,0.255859375,1.0,0.9999998807907104
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,"There is a bookstore named after Djuna Barnes in Paris named Shakespeare and Company, but specifically the one named after her is Shakespeare and Company's smaller location called 'Shakespeare and Company, Paris' has a smaller location called Shakespeare and Company, Paris's",0.002716064453125,0.023255813953488372,0.264484167098999
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was 'appalled',9.424984455108643e-07,0.3333333333333333,0.23009687662124634
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Alison Pill,0.00982666015625,0.0,0.15451020002365112
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,2011.,0.26953125,1.0,0.9477136135101318
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,"February 3, 1874",0.95703125,1.0,1.0000001192092896
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,The Duke of Devonshire,0.00154876708984375,1.0,0.7031652927398682
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,Natalie Barney,0.70703125,1.0,1.000000238418579
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,"An editor was Pierre-François Tissot, but the editor-in-chief was Pierre-Nicolas Chantelbeuf.",2.1457672119140625e-05,0.0,0.27003714442253113
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The salon was named 'The Friday and Sunday Alcove',0.0003452301025390625,0.0,0.06353303790092468
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,"Born on September 17, 1883",0.1953125,0.6,0.6826277375221252
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,"Lawrence, Kansas",0.09423828125,0.5,0.7745316028594971
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,Ryder,0.013427734375,1.0,0.6349877119064331
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,She was a writer and suffragist,1.3597309589385986e-07,0.3333333333333333,0.5256483554840088
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The theme was 'L'Extravagance' (extravagance).,5.4836273193359375e-05,0.0,0.1387314796447754
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,"Healthcare, education, retail, and construction.",7.66053886991358e-15,0.6,0.7575984001159668
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,"Sylvia Beach is known for being an American expatriate, a bookseller, and the owner of Shakespeare and Company bookstore in Paris.",4.926614671774132e-16,0.19047619047619047,0.5621047019958496
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,"Eastbourne is known for its seaside resort and its role in the arts, including being a popular destination for authors and artists.",6.993104012531504e-18,0.45454545454545453,0.6924148201942444
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"2,900",0.197265625,1.0,1.0
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"96,800",7.963180541992188e-05,0.0,0.648421049118042
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"E. E. Cummings was known for his experimental and innovative use of language in his poetry, often using unconventional forms, syntax, and punctuation to convey meaning and emotion.",4.1443854570388794e-08,0.10714285714285714,0.523287296295166
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet, short story writer, and medical doctor",0.0086669921875,0.42857142857142855,0.8824896216392517
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"He was a French writer, historian, and Resistance fighter.",0.00011587142944335938,0.5555555555555556,0.8041846752166748
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,"On March 14, 1887, in Baltimore, Maryland",1.3828277587890625e-05,0.5714285714285714,0.9272419214248657
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,1923,0.8515625,1.0,1.0
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,"October 14, 1894",0.98828125,1.0,1.000000238418579
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,No direct mention,0.0185546875,0.3333333333333333,0.3096901774406433
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée Henri-IV,0.0341796875,1.0,0.9863434433937073
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,He served as an attending physician,0.04833984375,0.0,0.39799386262893677
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,"Heinrich Mann left Germany in 1933 after the Nazi Party came to power, and he was forced to leave due to his outspoken criticism of Nazism and his political activism.",7.566995918750763e-10,0.26666666666666666,0.5687816143035889
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1822.,0.000179290771484375,0.0,0.32196927070617676
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,"Arjen Lubach, Vincent Wallinga, and Pieter Jouke.",3.213062882423401e-08,0.42857142857142855,0.5687281489372253
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,It first aired in 2014 and ended in 2021.,0.0002613067626953125,0.5555555555555556,0.904546856880188
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,Andermenon district,8.487701416015625e-05,0.5,0.4007411003112793
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,He was a Nobel Prize-winning writer,0.0025634765625,0.14285714285714285,0.42441534996032715
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,'Zondag met Lubach' was succeeded by 'Nieuwe Smaak',0.0021209716796875,0.25,0.5443836450576782
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,Appenzell Rhodans.,1.0654330253601074e-06,0.5,0.5412246584892273
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,Thomas Mann,0.703125,1.0,0.9999998807907104
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Joseph von Sternberg directed the movie 'The Blue Angel'.,0.03759765625,0.2222222222222222,0.5831483006477356
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,"Cimetière du Grand Jas in Cannes, France",0.212890625,0.875,0.9838047027587891
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,The peasants' war,4.843059286940843e-11,0.3333333333333333,0.5226482152938843
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,Hansbecher,0.11962890625,0.0,0.2823866903781891
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,"November 18, 1906",0.42578125,0.6666666666666666,0.9770761728286743
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The Reformation and a dispute over the Reformation.,0.00057220458984375,0.25,0.7084804773330688
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,Ottilie 'Otto' Pohl (née Sänger),0.013427734375,0.0,0.22917921841144562
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,"Munich, Germany",0.05126953125,0.5,0.9489122629165649
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,1914,0.10400390625,1.0,0.9999997615814209
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Viktor Quersin,1.0132789611816406e-05,0.0,0.24990710616111755
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,Dorotheenstadt cemetery in Berlin,0.0020599365234375,0.75,0.9180988669395447
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,3 March 1950,0.2470703125,0.6666666666666666,0.8560001850128174
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10 February 1898,0.98828125,1.0,1.0
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,Lübeck,0.04541015625,1.0,0.9999998211860657
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,Heinrich Mann's father was a painter and a liberal democrat,4.05634636990726e-10,0.09090909090909091,0.00832621194422245
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,Klaus Mann,0.013427734375,0.5,0.8199125528335571
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,"March 27, 1871",0.859375,1.0,1.0000001192092896
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,An American in Paris and Berlin,1.8189894035458565e-09,0.0,0.26745277643203735
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Nelly Kröger,0.51171875,1.0,0.9999997615814209
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,1926,0.80078125,1.0,0.9999998807907104
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Sergeant,0.018310546875,1.0,0.920893669128418
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,21 December 1884,0.0003452301025390625,0.3333333333333333,0.759236216545105
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,1934.,0.005950927734375,0.0,0.7875153422355652
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,Mephisto,0.8203125,1.0,1.0
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC Handelsblad,0.3046875,1.0,1.0
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,The title is not specified in the text.,3.123283386230469e-05,0.0,0.017037283629179
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A Dutch satirical television series.,0.005584716796875,0.8,0.9166536331176758
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,Five,0.026611328125,0.0,0.8535332679748535
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,Die Sammlung,0.42578125,1.0,0.9999998807907104
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,The show was recorded in the Theater Bellevue in Amsterdam.,8.940696716308594e-06,0.6,0.7389681339263916
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,"He was the son of Black Elk, a famous Oglala Lakota medicine man",0.39453125,0.15384615384615385,0.6232022643089294
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,Thurgau is located in northeastern Switzerland.,0.0203857421875,0.16666666666666666,0.3171921372413635
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,The German company Funke Mediengruppe acquired NRC Media group in 2015.,0.005767822265625,0.0,0.19487157464027405
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,Carver,1.1399388313293457e-06,0.0,0.20082202553749084
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,The two newspapers that merged to form NRC Handelsblad were the Nieuwe Rotterdamsche Courant and the Algemeen Handelsblad.,0.166015625,0.2222222222222222,0.688056230545044
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,Arjen Lubach.,0.28515625,1.0,0.9999998807907104
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,The book 'The Sacred Pipe: Black Elk Talks to John G. Neihardt',0.0023345947265625,0.16666666666666666,0.7198162078857422
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,The magazine was funded by the German poet and industrialist Karl Vogt.,0.004638671875,0.08333333333333333,0.27472788095474243
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,"France, the United States, and the Soviet Union",0.007171630859375,0.5,0.7171484231948853
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,Mahagonny,1.8775463104248047e-06,0.0,0.16816475987434387
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,The most recent comprehensive biography of Ernst Toller was published in 1979.,0.00019073486328125,0.0,0.16410794854164124
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W. H. Auden,0.88671875,1.0,0.9999999403953552
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,"The Bel Air Hotel in Santa Monica, California",4.500150680541992e-06,0.125,0.3659178912639618
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,He was exiled from Germany in 1933 after the Nazis came to power,0.0012054443359375,0.46153846153846156,0.643779456615448
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Two years,0.0703125,0.5,0.6895521879196167
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,The Freistadt von Berlin (Free State of Berlin),9.424984455108643e-07,0.0,0.5867089629173279
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,"Transposed and translated as Transformation (Die Wandlung, 1919)",2.586841583251953e-05,0.5,0.9073188900947571
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The US Army's 829th Counter Intelligence Provost Group,0.006744384765625,0.1111111111111111,0.11635106056928635
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,A Jewish bookseller,0.02587890625,0.0,0.22552484273910522
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,"Sorau, German Empire (now Gubin, Poland)",0.0771484375,0.3333333333333333,0.6497690677642822
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,"December 1, 1893",0.00193023681640625,0.6666666666666666,0.9756495952606201
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,"He died of a heart attack in Cannes, France",0.003387451171875,0.1111111111111111,0.2209336757659912
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,"The process of Klaus Mann's naturalization was delayed due to his being blacklisted by the Hollywood studios and his having been a member of the Nazi Party, which led to suspicions about his loyalty.",5.3085386753082275e-08,0.14285714285714285,0.3420296013355255
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,1943,0.828125,1.0,1.0000001192092896
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Paula Toller (née Bardon),3.084540367126465e-06,0.0,0.3123735189437866
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane,0.0003795623779296875,0.5,0.5143699645996094
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships are for life or until the member's death.",1.4637180356658064e-12,0.25,0.5176321864128113
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"Worcester, Massachusetts",0.9296875,1.0,0.9999998807907104
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,The Pulitzer Prize for Poetry,0.0017547607421875,0.8,0.9805004596710205
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,300 members and 50 honorary members.,0.0274658203125,0.3333333333333333,0.7491734027862549
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"The American Academy of Arts and Letters features exhibitions of art, literature, music, and theatre, as well as memorials to notable artists and writers.",1.3589129821411916e-13,0.16666666666666666,0.6627945899963379
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,"He was a builder, surveyor, and farmer",0.004791259765625,0.2857142857142857,0.5853877663612366
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"Lenox, Massachusetts has a population of 5,005 as of the 2020 census.",0.000278472900390625,0.07692307692307693,0.3400130271911621
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Cumberland County,5.781650543212891e-06,0.5,0.394826203584671
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,The Winsor School in Boston,4.5299530029296875e-05,0.2,0.5170446038246155
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Lee Grant,0.06396484375,0.0,0.10089859366416931
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,The Historic District Shopping District.,0.00811767578125,0.4,0.17911791801452637
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five College Consortium is a partnership among Smith College, Amherst College, Hampshire College, and the University of Massachusetts Amherst that allows students to cross-register for courses at the other institutions.",8.585629984736443e-10,0.40625,0.7425655126571655
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,To Bedlam and Part Way Back,0.00058746337890625,0.0,0.08698655664920807
