,title,question,answer,type,gen_answer,probs,rouge_l,cos_sim
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,James Joyce,0.98828125,1.0,1.0
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,The Rock,0.435546875,1.0,1.0
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,Andrew Lloyd Webber,0.0001583099365234375,0.0,0.33937662839889526
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,The Grand Prix of the Académie française,0.0002460479736328125,0.8888888888888888,0.9915534257888794
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,10 November 1876,0.057373046875,0.6666666666666666,0.9658308029174805
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,Greek and Italian,4.1443854570388794e-08,0.6666666666666666,0.746457576751709
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,Victor de Noailles,0.009521484375,0.6666666666666666,0.5560069680213928
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,Poet and writer,3.0547380447387695e-07,0.6666666666666666,0.7369322776794434
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,Cats,0.69140625,1.0,1.0
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,30 April 1933,0.484375,1.0,1.0
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,Paris,0.0052490234375,0.0,0.31034427881240845
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,The Nobel Prize in Literature,0.4375,0.8,0.9844437837600708
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,Zadel Barnes,0.43359375,1.0,0.9999998211860657
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,Topeka High School,0.197265625,0.3333333333333333,0.7538682222366333
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,"Rheingold Avenue in The Bronx, New York City",6.565414878423326e-12,0.25,0.40981414914131165
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,Ryder,0.96875,1.0,0.9999997615814209
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1987,0.00811767578125,0.0,0.7519243955612183
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,1919,0.10400390625,0.0,0.7269597053527832
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,Thelma Wood,0.9296875,1.0,0.9999998807907104
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,Ryder,0.255859375,0.0,0.1615988314151764
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1934,0.0172119140625,0.0,0.8531754612922668
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,The Antiphon,0.69140625,1.0,0.9999999403953552
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,1925,4.267692565917969e-05,0.0,0.48951029777526855
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,Nancy Woodbridge Beach,0.96875,1.0,1.0
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,Creatures in an Alphabet,0.376953125,1.0,1.0
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,Imagism,0.0013275146484375,1.0,0.5934503674507141
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,Scofield Thayer,0.3125,1.0,0.9999998807907104
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,There is a bookstore named after Djuna Barnes called Djuna,0.01611328125,0.1,0.7239996194839478
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was appalled,2.2649765014648438e-06,0.3333333333333333,0.2654569149017334
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Kathy Bates,0.0142822265625,0.0,0.10220008343458176
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,2011,0.46875,1.0,1.0
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,"February 3, 1874",0.98046875,1.0,1.0000001192092896
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,The Duke of Devonshire,0.0069580078125,1.0,0.7031652927398682
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,Natalie Barney,0.63671875,1.0,1.000000238418579
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,"An editor was appointed, but the name is unknown.",2.586841583251953e-05,0.0,0.10922141373157501
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The salon of Jane Heap and Margaret Anderson,0.00225830078125,0.0,0.08528296649456024
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,"September 17, 1883",0.28125,1.0,1.0
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,Kansas,0.146484375,1.0,0.8339834213256836
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,Ryder,0.056396484375,1.0,0.6349877119064331
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,She was an American writer and editor,5.3085386753082275e-08,0.2857142857142857,0.457156240940094
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The cinema,0.000457763671875,0.0,0.3440045416355133
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,"Health and education, including the University of Brighton and Eastbourne District General Hospital.",3.635980405647388e-15,0.23076923076923078,0.23124097287654877
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,"Sylvia Beach was an American writer, translator, and bookseller, best known for owning the famous Shakespeare and Company bookstore in Paris, and publishing James Joyce's Ulysses.",2.3245294578089215e-16,0.37037037037037035,0.7922649383544922
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,"Eastbourne is known for its beaches, Victorian architecture, and as a popular seaside resort town.",1.8041124150158794e-16,0.5333333333333333,0.7489154934883118
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"Around 2,900",0.255859375,0.6666666666666666,0.9498084783554077
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"66,796",2.276897430419922e-05,0.0,0.4645934998989105
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"He experimented with the form and syntax of language, often using lowercase letters and unconventional punctuation.",8.754432201385498e-08,0.1875,0.6558466553688049
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet, writer, and physician",0.212890625,1.0,0.9999998807907104
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"He was a member of the French Resistance, a Chevalier of the Légion d'honneur, and a member of the Académie Goncourt.",0.0010986328125,0.08333333333333333,0.3431164622306824
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,"October 14, 1887, in Baltimore, Maryland",3.9637088775634766e-06,0.6666666666666666,0.8966041803359985
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,1923,0.9296875,1.0,1.0
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,"October 14, 1894",0.99609375,1.0,1.000000238418579
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,No record of that information is found.,0.002471923828125,0.14285714285714285,0.04020366817712784
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée Henri-IV,0.01611328125,1.0,0.9863434433937073
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,He served as the hospital's supervisor of the 'receiving division',0.04541015625,0.09090909090909091,0.37141555547714233
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,Heinrich Mann left Germany in 1933 because of the Nazi takeover and the persecution of his family members.,2.1736923372372985e-10,0.2777777777777778,0.4925464391708374
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1837,0.00012302398681640625,0.0,0.4531695246696472
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,Ritzaard & Koen de Poorter,1.7229467630386353e-08,0.25,0.39457041025161743
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,It first aired on 14 September 2014 and ended on 17 December 2017.,0.0003147125244140625,0.3076923076923077,0.4280025064945221
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,Andermannsdorf,0.0003795623779296875,0.0,0.1347844898700714
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,He was a novelist and a leading figure in the German expressionist movement,0.002899169921875,0.07692307692307693,0.66689133644104
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,Zondag met Alma and Zondag met Jan de Besten,0.0005035400390625,0.1111111111111111,0.3882519006729126
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,Appenzell.,6.007030606269836e-08,1.0,0.8338162899017334
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,Thomas Mann,0.9453125,1.0,0.9999998807907104
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Joseph von Sternberg directed the movie 'The Blue Angel'.,0.02587890625,0.2222222222222222,0.5831483006477356
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,The Père Lachaise Cemetery in Paris,0.0111083984375,0.2857142857142857,0.43535175919532776
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,It involved the expulsion of foreign merchants and artisans.,9.049472282640636e-11,0.3333333333333333,0.3880035877227783
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,Professor Unrat,0.203125,1.0,1.0
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,18 November 1906,0.94140625,1.0,1.0
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The Reformation,0.0026397705078125,1.0,0.798760175704956
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,Ottilie 'Tillie' Fischern,0.007171630859375,0.0,0.16360008716583252
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,Munich,0.3046875,1.0,0.9999999403953552
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,1926,0.06787109375,0.0,0.5511184334754944
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Heinrich Georg Schumacher,1.4722347259521484e-05,0.0,0.24700796604156494
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,Dorotheenstadt cemetery in East Berlin,0.020751953125,0.8,0.9463218450546265
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,"December 11, 1950",0.2431640625,0.6666666666666666,0.8122196197509766
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10 February 1898,0.9921875,1.0,1.0
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,Lübeck,0.10693359375,1.0,0.9999998211860657
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,A government official,1.9190338207408786e-10,0.0,0.386486679315567
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,Klaus Mann,0.041259765625,0.5,0.8199125528335571
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,"March 3, 1875",9.012222290039062e-05,0.3333333333333333,0.8441135287284851
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,Semi-Tough,3.583409124985337e-10,0.0,0.047161102294921875
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Nelly Kröger,0.765625,1.0,0.9999997615814209
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,1926,0.67578125,1.0,0.9999998807907104
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Sergeant,0.01470947265625,1.0,0.920893669128418
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,12 November 1884,0.00016880035400390625,0.3333333333333333,0.8283603191375732
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,1933,2.384185791015625e-07,0.0,0.8266464471817017
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,Sybel and Mephisto,0.0301513671875,0.3333333333333333,0.6745911836624146
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC Handelsblad,0.5859375,1.0,1.0
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,No information,3.9637088775634766e-06,0.0,0.06955699622631073
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A Dutch satirical television programme,0.000942230224609375,1.0,0.9328203201293945
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,Five,0.002471923828125,0.0,0.8535332679748535
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,Amerikanische Front,0.2158203125,0.0,0.17278745770454407
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,The programme was recorded in the main auditorium of the EYE Film Institute in Amsterdam.,2.726912498474121e-06,0.5333333333333333,0.5875412821769714
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,"He was the son of Black Elk, a famous Oglala Lakota healer and spiritual leader",0.1630859375,0.13333333333333333,0.5683915615081787
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,Eastern Switzerland,0.11962890625,1.0,1.0
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,Rabobank,0.03759765625,0.0,0.04647894203662872
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,Sculptor,7.338821887969971e-07,0.0,0.2618778347969055
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,De Telegraaf and Algemeen Handelsblad,0.228515625,0.4,0.5587834119796753
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,Arjen Lubach presented 'Zondag met Lubach'.,0.0810546875,0.3333333333333333,0.7909268140792847
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,The book The Sacred Pipe: Black Elk Ceremony,0.00116729736328125,0.25,0.6428655385971069
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,The magazine was subsidized by the publisher Insel-Verlag and the Prussian government.,8.487701416015625e-05,0.07692307692307693,0.23341058194637299
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,"France, the Soviet Union, and the United States",0.005096435546875,0.625,0.7576742172241211
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,The play was called Danton.,6.007030606269836e-08,0.0,0.05692433565855026
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,I don't know.,1.0132789611816406e-05,0.0,0.22118300199508667
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W. H. Auden,0.890625,1.0,0.9999999403953552
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,New York City,7.867813110351562e-06,0.6666666666666666,0.47234874963760376
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,He was exiled from Germany in 1933 after the Nazi party came to power,0.000804901123046875,0.42857142857142855,0.6171882152557373
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Three years,0.0703125,0.5,0.6979847550392151
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,The Freistaat Bayern (Free State of Bavaria),1.996755599975586e-06,0.0,0.5330480337142944
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,Monsieur de Pourceaugnac,7.867813110351562e-06,0.0,0.1905357986688614
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The Office of Strategic Services (OSS),0.0089111328125,0.16666666666666666,0
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,A pharmacist,0.04248046875,0.5,0.9541180729866028
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,"Sorben, near Hoyerswerda, Saxony, German Empire",0.181640625,0.0,0.4989641606807709
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,"December 1, 1893",0.000667572021484375,0.6666666666666666,0.9756495952606201
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,He died of a heart attack on 21 October 1949.,0.000804901123046875,0.1,0.2593156099319458
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,The process of Klaus Mann's naturalization was delayed due to his left-wing views and alleged ties to the Communist Party.,8.754432201385498e-08,0.18181818181818182,0.2621898651123047
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,1943,0.7109375,1.0,1.0000001192092896
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Pauline Toller (born Hirschel),2.2649765014648438e-06,0.0,0.4100200831890106
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane,0.0010986328125,0.5,0.5143699645996094
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships are for life, but not hereditary or transferable.",5.684341886080802e-14,0.2727272727272727,0.46703284978866577
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"Worcester, Massachusetts",0.9453125,1.0,0.9999998807907104
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,The Pulitzer Prize for Poetry for her collection 'Live or Die',0.00372314453125,0.36363636363636365,0.7820619344711304
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,700 members and 250 honorary members.,0.047607421875,0.16666666666666666,0.6648774743080139
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"Exhibits include paintings, sculptures, prints, drawings, watercolors, and photographs.",8.260059303211165e-14,0.5555555555555556,0.7199445962905884
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,He was a physician,0.00921630859375,0.25,0.09808831661939621
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"4,059",0.000606536865234375,0.0,0.823623538017273
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,New Providence is located in the county of Middlesex.,1.6689300537109375e-05,0.1111111111111111,0.01818174123764038
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,"Sharon High School in Sharon, Massachusetts",6.973743438720703e-06,0.3333333333333333,0.44073721766471863
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Jane Fonda,0.046875,0.0,0.41692352294921875
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,The historic Seven Sisters colleges,0.006744384765625,1.0,0.6717926859855652
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five College Consortium is a collaboration between Amherst College, Hampshire College, Mount Holyoke College, and Smith College, as well as the University of Massachusetts Amherst. Smith College plays a key role in this consortium, offering shared courses and",3.841705620288849e-09,0.23076923076923078,0.7623974084854126
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,To Bedlam and Part Way Back,0.0003795623779296875,0.0,0.08698655664920807
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,"October 4, 1974",0.99609375,1.0,1.0000001192092896
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,"Anne Sexton died by suicide on October 4, 1974.",0.04248046875,0.2222222222222222,0.34527862071990967
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,Mercy Street,0.85546875,1.0,1.0000003576278687
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,To Bed Now,0.0028076171875,0.0,0.16945329308509827
