,title,question,answer,type,gen_answer
18,Adrienne Monnier,What was the outcome of Jane Heap's work with Gurdjieff and her study groups?,"Her study groups became very popular with certain sections of the London avant-garde, and after the war its students included the future theatre producer and director, Peter Brook",domain,Not specified
19,Adrienne Monnier,When was T.S. Eliot born?,26 September 1888,domain,"September 26, 1888"
20,Adrienne Monnier,What was the significance of The Little Review magazine?,"It published an extraordinary collection of modern American, English, and Irish writers between 1914 and 1929",domain,"It was a leading journal of American Modernist literature, publishing works by T.S. Eliot, James Joyce, and others."
21,Adrienne Monnier,What was the title of T.S. Eliot's first published poem?,A Fable For Feasters,domain,A Fable For Feasters
22,Adrienne Monnier,Who painted Anna de Noailles' portrait?,"Antonio de la Gandara, Ignacio Zuloaga, Kees van Dongen, Jacques Émile Blanche, and Philip de László",domain,"René Beaumont, Jacques Émile Blanche, and Giovanni di Stefano"
23,Adrienne Monnier,When was Djuna Barnes born?,"June 12, 1892",domain,23 June 1893
24,Adrienne Monnier,What was the name of the university where T.S. Eliot was a visiting scholar when he wrote 'The Cocktail Party'?,Institute for Advanced Study,domain,University of Cambridge
25,Adrienne Monnier,What was the title of T.S. Eliot's essay that introduced the concept of 'unified sensibility'?,The Metaphysical Poets,domain,"The title is not specified, but it was included in his 1934 book This Profession We Choose"
26,Adrienne Monnier,"Who accused T.S. Eliot of anti-Semitism in his book 'T.S. Eliot, Anti-Semitism, and Literary Form'?",Anthony Julius,domain,Anthony Julius
27,Adrienne Monnier,What was the title of T.S. Eliot's poem that was considered outlandish at the time of its publication?,The Love Song of J. Alfred Prufrock,domain,"The title is not specified, but it is mentioned as one of his poems."
28,Adrienne Monnier,Who was T.S. Eliot's friend and fellow writer that he met in Paris in 1920?,James Joyce,domain,James Joyce
29,Adrienne Monnier,What was the title of T.S. Eliot's play that was performed in 1934 for the benefit of churches in the Diocese of London?,The Rock,domain,"The play's title is not specified, but it is mentioned as a verse play about the marriage of Thomas and Elizabeth Hardy."
30,Adrienne Monnier,Who was the composer that set six of T.S. Eliot's poems to music in a work titled 'Practical Cats'?,Alan Rawsthorne,domain,Andrew Lloyd Webber
31,Adrienne Monnier,What award did Anna de Noailles receive in 1921?,Grand Prix of the Académie Française,domain,The Grand Prix of the Académie Française
32,Adrienne Monnier,When was Anna de Noailles born?,15 November 1876,domain,15 November 1876
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,"Greek, Armenian, and Italian descent"
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,"Henry Torcy de Noailles, a member of a French noble family"
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,"Poet, writer, and feminist"
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,Cats
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,30 April 1933
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,Paris
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,The Nobel Prize in Literature
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,Amy (Beach)
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,"Sharon, Kansas"
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,"Rutland Village, Vermont"
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,Ryder
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1930
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,1915 and 1920
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,Thelma Wood
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,Ryder
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1936
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,The Antiphon
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,1916
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,Sidonia Beach
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,Crete and the Peloponnese
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,Imagism
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,Scofield Thayer
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,I don't know.
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,She was appalled
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,They don't specify
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,2011
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,"March 14, 1874"
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,The Duke of Devonshire.
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,Natalie Barney
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,I don't know.
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,Les Prix de Françoise Sagan
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,"William Carlos Williams was born on September 17, 1883."
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,"Lawrence, Kansas"
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,"It is not specified in the text, but it is mentioned as a volume of portraits"
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,Teacher and writer
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,The Rosenbergs
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,Healthcare and education contribute to Eastbourne's economy besides tourism.
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,"Sylvia Beach is known for owning the Shayne bookshop in Paris, and for publishing James Joyce's Ulysses."
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,"Eastbourne is known for its seaside resort and its high standard of housing, with a high proportion of detached houses."
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"Approximately 900 to 9000, the exact number is unknown due to difficulties in distinguishing between revisions of his poems and new works."
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"134,688"
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"E. E. Cummings was known for his unconventional use of language, often disregarding traditional grammar, spelling, and punctuation rules to create a more expressive and modern style."
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet, short story writer, and physician"
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"Jean Prévost served as a French writer, a medical doctor, and a war veteran."
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,"10 March 1887 in Baltimore, Maryland"
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,1923
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,"October 14, 1894"
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,No
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,Lycée Henri-IV
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,It administered a public health program
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,Heinrich Mann left Germany in 1933 due to the rising Nazi party and to avoid persecution.
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,24 June 1970
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,Maarten 't Hart and Pieter Jouke
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,It first aired in 2014 and ended in 2021
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,Anderten and Herten
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,Klaus Mann's father was the writer and politician Thomas Mann
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,Zondag met Alma and 'Alma'
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,Appenzell
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,Thomas Mann
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Joseph von Sternberg directed the movie 'The Blue Angel'.
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,"Roubaix, France, and his ashes were later transferred to the Cimetière du Grand Jas in Cannes, France."
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,Peasants occupied the cloister of Ittingen in 1524.
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,Professor Manetten
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,18 November 1919
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The Intercapital strife over the Reformation
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,Nelly Kröger
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,"Munich, Germany"
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,Nineteen Fifteen
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Heinrich Georg Schöpfer
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,Dorotheenstadt cemetery in East Germany (now part of Berlin)
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,28 August 1950
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10 February 1898
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,Anechoic
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,A painter and a sculptor
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,"Nostromo doesn't specify, but it mentions that he was a prominent German writer and the younger brother of Heinrich Mann."
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,"March 27, 1875"
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,The works of Klaus Mann do not specify the name of his first novel.
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,Nelly Kröger
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,An American Tragedy
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Private First Class
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,21 December 1884
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,1974
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,Venus Goes on the March
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC Handelsblad
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,Die Jugend des Kreuzritters (The Magic Mountain is incorrectly mentioned as well.
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A Dutch television programme.
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,Five
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,Simpatico
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,It was recorded in the Theater Bellevue in Amsterdam.
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,He had no information on that topic.
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,Eastern Switzerland
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,Rabobank
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,Carver
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,Pablo Riepolder and Sjef Dieleman
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,The book The Sacred Pipe: Black Elk Church
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,Herbert Fleischmann
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,The United States and East Germany
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,The modern production of Johann Gottfried Herder's Heinrich IV
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,I don't know.
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W. H. Auden
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,"Rockport, Massachusetts"
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,He was exiled from Germany by the Nazi regime
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Three years
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,The state of Schwarzburg.
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,Transatlantic
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,"Not specified, but he enlisted in the US Army and served in a counterintelligence unit."
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,Pharmacist
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,"Sorben (Sorbs: Serbska Kolonija), a small Sorb village near Guben, Prince-Arnoldist earldom, Provinzialregiment Potsdam"
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,"December 1, 1886"
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,"He died of a heart attack in Cannes, France"
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,"The process of Klaus Mann's naturalization was delayed due to his former Marxism and homosexuality, which were considered undesirable by the U.S. government."
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,1943
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Paula Hirsch
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,An earthquake
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships are for life, but upon the death of a member, the Academy appoints a new member in his or her place."
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,"Worcester, Massachusetts"
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,The Pulitzer Prize for Poetry for 'Live or Die'
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,200 members and 70 honorary members.
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"Exhibits include paintings, sculptures, and works on paper by American artists, as well as installations by American and international artists."
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,He was a butcher and a traveler
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"About 5,000."
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Bergen County.
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,"Sharon High School in Sharon, Massachusetts, and Wooster School in Danbury, Connecticut"
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Elizabeth Ashley Harvey and Lee Grant
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,The Seven Sisters colleges
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,"The Five College Consortium is a program that allows students to attend classes across five colleges in the Pioneer Valley, and Smith College is one of the five colleges that participate in it."
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,"To Bedlam and Part Way Back, published in 1960"
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,"October 4, 1974"
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,Cyanide poisoning
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,Mercy Street
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,To Bed Now
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,Lindsey and New Lenox
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,"The primary goal of the American Academy of Arts and Letters is to promote, preserve, and honor the arts and letters through various initiatives and programs."
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,"The Boston Symphony Orchestra's summer home, Tanglewood, and the Shakespeare & Company theatre"
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,The Pulitzer Prize for Poetry
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,The abolitionist movement
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,To Bedlam and Part Way Back
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,"Ryan Arts High School, New Hampshire, and Smith College"
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,"Elizabeth Bishop was introduced to the works of Victorian writers by her English teacher, Alice Belcher."
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,"Florestan Fernandes' sister's best friend, but mainly Floria Resende and later, more intimately, Lota de Macedo Soares"
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,"Rio Escondido is mentioned, but a more accurate title is Rio Zero"
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,Geography III
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,The University of Massachusetts and Harvard University
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,"Elizabeth Bishop died of a cerebral aneurysm in her apartment in Boston, Massachusetts"
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,Robert Fischer and Alice Methfessel
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,The first intercollegiate football and basketball games west of the Mississippi River occurred at Grinnell College.
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,The Pulitzer Prize
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,"November 9, 1928"
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,"Newton, Massachusetts"
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,A fire destroyed much of New Providence's business district in 1910.
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,Not specified
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,Robert Frost
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,"Williams College, with a focus on classics and creative writing"
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,Georgiana
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,"The headquarters is located in Washington, D.C., but it also has a headquarters building in New York City."
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,Smith College is the only member of the historic Seven Sisters colleges to use a semester-based academic calendar.
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,"Bishop and Friedman don't specify, but it is mentioned as a play about Elizabeth Bishop and Robert Lowell."
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,He used hypnosis
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,Elizabeth Bishop's mother suffered a mental collapse and was institutionalized for several months following her father's death.
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,Linda Gray Sexton
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,Robert Lovell
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,T. S. Eliot Prize for Poetry
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,1984
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,The dead and the living
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,Not specified
199,Amy Clampitt,What was the name of the collection that won Sharon Olds the Pulitzer Prize for Poetry?,Stag's Leap,domain,Stag's Leap
200,Amy Clampitt,How many children did Sharon Olds have with her husband?,Two,domain,Two
201,Amy Clampitt,What was the name of the university where Sharon Olds earned her BA?,Stanford University,domain,The University of South Florida
202,Amy Clampitt,What was the name of the school Sharon Olds attended in Massachusetts?,Dana Hall School,domain,"The Abbott Academy (now Franklin Pierce University, and the Tewksbury Elementary school system)"
203,Amy Clampitt,What was the occupation of Sharon Olds' father?,Alcoholic and abusive to his children,domain,Textile salesman
204,Amy Clampitt,What was the religious environment in which Sharon Olds was raised?,Hellfire Calvinist,domain,"It was strongly Christian, with her maternal grandparents being Methodist and her father being a Methodist and Presbyterian"
205,Amy Clampitt,What was the name of the journal where Sharon Olds' poetry was published?,Beloit Poetry Journal,domain,"Parnassus: Poetry in Review, Poesia, Plough Quarterly, and others"
206,Amy Clampitt,How old was Maxine Kumin when she died?,88,domain,79 years old
207,Amy Clampitt,What did Maxine Kumin study in 1957?,Poetry with John Holmes,domain,Poetry with John Berryman
208,Amy Clampitt,What accident did Maxine Kumin have in 1998?,Horseback-riding accident that broke her neck,domain,Maxine Kumin fell on the ice and broke her ankle and elbow
209,Amy Clampitt,What style of poetry does Maxine Kumin adopt?,Plain style,domain,Plain style
210,Amy Clampitt,Who has Maxine Kumin been compared to by critics?,Elizabeth Bishop and Robert Frost,domain,The Greek poet C. P. Cavafy and the Elizabethan poet Robert Herrick
211,Amy Clampitt,Where did Maxine Kumin live from 1976 until her death?,"Warner, New Hampshire",domain,"Warner, New Hampshire"
