,title,question,answer,type,gen_answer
33,Adrienne Monnier,What was Anna de Noailles' descent?,"Romanian, Greek and Bulgarian",domain,A 5-6 generation descent from the Normans.
34,Adrienne Monnier,Who did Anna de Noailles marry?,Mathieu Fernand Frédéric Pascal de Noailles,domain,  1.  Rudolf  2.  Henry 
35,Adrienne Monnier,What was Anna de Noailles' profession?,"Writer, poet and socialist feminist",domain,A 20 20 book about the avant-garde
36,Adrienne Monnier,What was the title of T.S. Eliot's play that was first produced in London's West End in 1981?,Cats,domain,"C  1, 1984"
37,Adrienne Monnier,When did Anna de Noailles die?,30 April 1933,domain,1  [1  November 1920]
38,Adrienne Monnier,Where did T.S. Eliot move to in 1914?,England,domain,Sax  1-4 (four times)
39,Adrienne Monnier,What was the name of the award that T.S. Eliot received in 1948?,Nobel Prize in Literature,domain,The Nobel Prize in Literature.
40,Adrienne Monnier,What was the name of Djuna Barnes's paternal grandmother?,Zadel Barnes,domain,   1  1
41,Adrienne Monnier,Where did Jane Heap complete her high school education?,"Topeka, Kansas",domain,The P  1  é 1
42,Adrienne Monnier,Where was Djuna Barnes born?,"A log cabin on Storm King Mountain, near Cornwall-on-Hudson, New York",domain,R  1  2  3  4 
43,Adrienne Monnier,What was the name of Djuna Barnes's first novel?,Ryder,domain,   1  3 
44,Adrienne Monnier,In what year was Creatures in an Alphabet published?,1982,domain,1981.
45,Adrienne Monnier,In what year was Ryder published?,1928,domain,Ryder was published in  1925.
46,Adrienne Monnier,Who was Djuna Barnes's partner in Paris?,Thelma Wood,domain,  1. Th  e  1  8 1  8  1  1  0 
47,Adrienne Monnier,What was the name of Djuna Barnes's most famous novel?,Nightwood,domain,  1938  1984
48,Adrienne Monnier,In what year was Nightwood published?,1936,domain,1928.
49,Adrienne Monnier,What was the name of Djuna Barnes's verse play?,The Antiphon,domain,     The   Ant    and        The   2  3 
50,Adrienne Monnier,In what year was The Antiphon published?,1958,domain,The Antiphon was published in 1916.
51,Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,entity,N    S  ylv   ia                  (   a      n   om   ick  
52,Adrienne Monnier,What was the name of Djuna Barnes's last book?,Creatures in an Alphabet,domain,     The  11  (1984  and  1986  editions  are  combined  in  the  1988  edition  and  the  1984  edition  is  the 
53,Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,entity,The modernist and the Imagist and Vortist movements.
54,Adrienne Monnier,Who introduced T.S. Eliot to Vivienne Haigh-Wood?,Scofield Thayer,domain,"S  utton and a mutual friend, Thomas  S   utton"
55,Adrienne Monnier,What was the name of the bookstore that was named after Djuna Barnes?,Djuna Books,domain,A  19   7  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
56,Adrienne Monnier,What was Djuna Barnes's reaction to the bookstore being named after her?,She called to demand that the name be changed,domain,"She was ""horrified"" and thought it was ""a terrible idea"""
57,Adrienne Monnier,Who played Djuna Barnes in a brief cameo role in Woody Allen's film Midnight in Paris?,Emmanuelle Uzan,domain,Mimi  1
58,Adrienne Monnier,In what year was the film Midnight in Paris released?,2011,domain,201  1.
59,Adrienne Monnier,When was Gertrude Stein born?,"February 3, 1874",domain,         3   120 
60,Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",entity,The  1st    and  2  (Duke  of  1)
61,Adrienne Monnier,Who was Djuna Barnes's friend and patron?,Natalie Barney,domain,N  1:  1
62,Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,entity,The editor of Le Navire  1971-1975.
63,Adrienne Monnier,What was the name of the salon hosted by Natalie Barney?,Not specified,domain,The      1   1 000 
64,Adrienne Monnier,When was William Carlos Williams born?,"September 17, 1883",entity,      1862 or   1872 (he was the first of   22 children)
65,Adrienne Monnier,Where was Jane Heap born?,"Topeka, Kansas",domain,"Topeka, Kansas."
66,Adrienne Monnier,What was the name of the book that Djuna Barnes dedicated to Thelma Wood?,Ryder and Ladies Almanack,domain,  3  1 2 
67,Adrienne Monnier,What was Zadel Barnes's occupation?,"Writer, journalist, and Women's Suffrage activist",domain,Zadel Barnes was a writer and artist.
68,Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,entity,"The First 25,000 (the first 25, 000  25,000)"
69,Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",entity,"Health, education, and small and medium-sized (SME) businesses."
70,Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",entity,Sylvia Beach is known for being a  20th  20th 20th
71,Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",entity,Eastbourne is known for its  193  1/2  miles (  310  1/2  1  km)  of   5  1  1 1 1 1 
72,Adrienne Monnier,How many poems did E. E. Cummings write approximately?,"2,900",entity,"2, 900."
73,Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",entity,"The population of Eastbourne is   120,  200."
74,Adrienne Monnier,What was unique about E. E. Cummings' use of language in his poetry?,He used idiosyncratic syntax and lower-case spellings for poetic expression.,entity,"E. E.  Cummings' poetry was known for its non-sequiturs, fragmented syntax, and innovative use of language, including the use of lowercase, dashes, and other unconventional punctuation."
75,Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",entity,"Poet,  1  1  1  1"
76,Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",entity,"Surrendere,  2nd   2nd  2nd "
77,Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",entity,     13   13 March 1887
78,Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,entity,"T  (1923, in England and 1923 in the United States)"
79,Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",entity,          10  O  C  T   1 4   1  8       
80,Adrienne Monnier,"What phrase summarizes Williams' poetic method, as mentioned in his works?",No ideas but in things,entity,"No specific phrase is mentioned, but his works discuss the importance of 'a pre-linguistic consciousness'"
81,Adrienne Monnier,What prestigious school did Jean Prévost attend in Paris to prepare for the École normale supérieure?,Lycée Henri-IV.,entity,    1  3 
82,Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,entity,"A        ""       a   '   2   -   2   2   "" "
83,Alfred Vogel,Why did Heinrich Mann leave Germany in 1933?,Due to the rise of the Nazi party and his criticism of Fascism and Nazism,domain,"Heinrich Mann left Germany in 1933 after the Nazi party came to power, and he was forced to live in exile."
84,Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,entity,1        178  5.
85,Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,entity,The main scriptwriters for 'Zondag  1  met 1V  (Zondag  1  was a precursor  to  Zondag  with  Lubach  and  was  a  news  and
86,Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,entity,'Zondag  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
87,Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,entity,The district name where Feus  is situated is And  in the highlands
88,Alfred Vogel,What was the occupation of Klaus Mann's father?,German writer,domain,   1   1  Joseph 1 
89,Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,entity,'  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
90,Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,entity,"Appenzell (in a broader, political sense)"
91,Alfred Vogel,What was the name of Klaus Mann's father?,Thomas Mann,domain,   3. Nana (a film about the Weimar Republic) The 41 
92,Alfred Vogel,Who directed the movie 'The Blue Angel'?,Josef von Sternberg,domain,Joseph  2.5 'Joe' Hamburger.
93,Alfred Vogel,Where was Klaus Mann buried?,Cimetière du Grand Jas in Cannes,domain,C  3  3  1  1  1  1  1  1  1 
94,Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",entity,"The event is not specified, but it is mentioned that it was related to the Reformation."
95,Alfred Vogel,What was the title of Heinrich Mann's novel that was adapted into the movie 'The Blue Angel'?,Professor Unrat,domain,"      '  1, 3,  4,  5,  7,  8,  9,  10,  11,  12,  13, "
96,Alfred Vogel,When was Klaus Mann born?,18 November 1906,domain,          18   November     (   3   December   in  the  20  (  21  (  191  (  21 
97,Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,entity,The   16  15   1521  1521  21  16  1521  1521  16  16  1521  1521  16  
98,Alfred Vogel,What was the name of Heinrich Mann's first wife?,Maria 'Mimi' Kanova,domain,  1   1 1 
99,Alfred Vogel,Where was Klaus Mann born?,Munich,domain,"M  1, the Mann family's country home in the O  ""Haus 1"" in the village of Nassen  ""Nassen "
100,Alfred Vogel,When did Heinrich Mann marry his first wife?,1914,domain,Ninete  8 June 1906
101,Alfred Vogel,Who portrayed Heinrich Mann in the television adaptation of 'Tales from Hollywood'?,Alec Guinness,domain,Vic         G  '
102,Alfred Vogel,Where was Heinrich Mann buried?,Dorotheenstadt Cemetery in East Germany,domain,The       D    1    1   1  1  1 1 1 1 1 1 1 1 1 1 1 
103,Alfred Vogel,When did Heinrich Mann die?,"March 11, 1950",domain,1  September  194                                            
104,Alfred Vogel,When was Bertolt Brecht born?,10 February 1898,domain,10     February   1888.
105,Alfred Vogel,Where was Heinrich Mann born?,Lübeck,domain,"Sor  ousen,  in  the  province  of  Pomerania  (now  in  the  state  of  Meck  10  10  10"
106,Alfred Vogel,What was the occupation of Heinrich Mann's father?,Grain merchant and finance minister,domain,   1  2 3  4 
107,Alfred Vogel,Who was Heinrich Mann's younger brother?,Thomas Mann,domain,   1  'The World's Great 19.
108,Alfred Vogel,When was Heinrich Mann born?,"March 27, 1871",domain,3         3       3      3                   3  June  
109,Alfred Vogel,What was the name of Klaus Mann's first novel?,"The Pious Dance, Adventure Book of a Youth",domain,  1926  1984  The  21  21 21
110,Alfred Vogel,What was the name of Heinrich Mann's second wife?,Nelly Kröger,domain,K          1 
111,Alfred Vogel,In what year was Klaus Mann's first novel published?,1926,domain,The 1926 novel        (The  21   ) 
112,Alfred Vogel,What was the rank of Klaus Mann in the US Army?,Staff Sergeant,domain,Sergeant (Sergeant 1st Class)
113,Alfred Vogel,When was Ernst Weiss born?,"August 28, 1884",domain,1  May     188   0  .
114,Alfred Vogel,In what year was Klaus Mann's novel Mephisto published?,1936,domain,The year    193  6.
115,Alfred Vogel,What was the name of Klaus Mann's most famous novel?,Mephisto,domain,  1951  1933
116,Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,entity,NRC (or NRC Hand  1
117,Alfred Vogel,What was the title of Heinrich Mann's work that was acclaimed by his brother Thomas Mann?,Die Jugend des Königs Henri Quatre and Die Vollendung des Königs Henri Quatre,domain,"The work '  1, 5,  7, "
118,Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,entity,A  2  1  1  N 2 1
119,Alfred Vogel,How many districts is Thurgau composed of?,5,entity,It is                                                
120,Alfred Vogel,What was the name of the literary magazine founded by Klaus Mann in 1933?,Die Sammlung,domain,  1  ( 1  1  1  ) 
121,Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,entity,The show was recorded in the NTR building in 2016.
122,Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,entity,H  1
123,Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,entity,The eastern part.
124,Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,entity,"The NRC was acquired by NRC  3.0 Foundation, a non-profit organization."
125,Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",entity,A mountain carver
126,Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,entity,The Nieu  19  and  Al  19 
127,Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,entity,    P  1  W  1
128,Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,entity,The 1932 book    The  As  Invisible        1 
129,Alfred Vogel,Who funded the literary magazine Die Sammlung?,Annemarie Schwarzenbach and Thomas Mann,domain,"The publisher, In 191  1  1  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
130,Alfred Vogel,Where did Heinrich Mann live in exile?,"France, Spain, and the United States",domain,"The Soviet Union, the United  3, and 8."
131,Alfred Vogel,"What was the name of the play that premiered in Berlin in 1925, directed by Erwin Piscator?","Hoppla, We're Alive! (Hoppla, wir Leben!)",domain,The  1925 production of 'The        H  1'
132,Alfred Vogel,When was the most recent comprehensive biography of Ernst Toller published?,2013,domain,"The most recent comprehensive biography of Ernst T  oller, published in 2015, is written by  J  ö          "
133,Alfred Vogel,What was the name of the English author who wrote a poem in memory of Ernst Toller?,W. H. Auden,domain,W.      H.     A.      (William      Herbert 
134,Alfred Vogel,Where did Ernst Toller commit suicide?,"Mayflower Hotel, New York",domain,"B   1,  R  1, 2"
135,Alfred Vogel,Why was Ernst Toller exiled from Germany in 1933?,After the Nazis came to power,domain,"He was exiled in 1933, after the Nazis came to power, and took his own life in    1939.  The exact date of his death is  21 May 1939."
136,Alfred Vogel,How long was Ernst Toller imprisoned for his part in the armed resistance?,Five years,domain,Two and a half years.
137,Alfred Vogel,What was the name of the republic that Ernst Toller served as president for six days?,Bavarian Soviet Republic,domain,"The Tum  2,000,000"
138,Alfred Vogel,What was the name of Ernst Toller's first drama?,"Transformation (Die Wandlung, 1919)",domain,G  (The  G  (The  G  (The  G  (The  G  (The  G  (The  G  (The  G  (The  G  (The  G  (The 
139,Alfred Vogel,What was the name of the US Army counterintelligence unit that Klaus Mann served in during World War II?,The Ritchie Boys,domain,The        1   1   (  1  1 1 
140,Alfred Vogel,What was the occupation of Ernst Toller's father?,Pharmacist,domain,"A       1, 300  year  old  Jewish  business  and  banking  firm  owner  and  a  hosiery  and  underwear  manufacturer"
141,Alfred Vogel,Where was Ernst Toller born?,"Samotschin, Germany (now Szamocin, Poland)",domain,S         1  :   The   New    1  .
142,Alfred Vogel,When was Ernst Toller born?,1 December 1893,domain,     3  May       1893
143,Alfred Vogel,How did Klaus Mann die?,From an overdose of sleeping pills,domain,"Klaus Mann is believed to have died of a self-  or  3,4,  -M  -an  overdose  in  , "
144,Alfred Vogel,Why was the process of Klaus Mann's naturalization delayed?,Due to an investigation by the FBI into his political and sexual activities,domain,The process of Klaus Mann's naturalization was delayed because the authorities in Los Angeles were hesitant to naturalize a young German with a police record.
145,Alfred Vogel,In what year did Klaus Mann become a US citizen?,1943,domain,194  7
146,Alfred Vogel,What was the name of Ernst Toller's mother?,Ida (Kohn),domain,Paula   (née  H  ert  mann  S  a  nd  er  )
147,Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,entity,A hurricane.
148,Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity,"No, the memberships at the American Academy of Arts and  Letters are for       20  20   and expire  10  20  20 "
149,Amy Clampitt,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain,W  8  5  2 
150,Amy Clampitt,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain,"The 1967  1, 016."
151,Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,entity,The American Academy of Arts and Letters has         50  new  and    15   1   5   1  5  5  members.
152,Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity,"The American Academy of Arts and Letters features a collection of art, sculpture, and other works, as well as exhibitions of works by living, or, in some cases, deceased artists."
153,Amy Clampitt,What was Elizabeth Bishop's father's occupation?,A successful builder,domain,   1  3 
154,Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity,"1,   854."
155,Amy Clampitt,In which county is New Providence located?,Hardin County,entity,Berg  (Bergen)  and  Osnab  (Osnab  (or  Osnaburg))  (Osnab  (or  Osnaburg)  County  in  the  northeastern
156,Amy Clampitt,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain,C   2.
157,Amy Clampitt,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain,Marian   Seldes
158,Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity,"The     1,  1, 1"
159,Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity,The Five College Consortium is a 5-  and 4-  collaboration of 5  in  and  near  for  in  and  graduate  in  the  Pioneer  and  5  in  the  region
160,Amy Clampitt,When was Anne Sexton's first volume of poetry published?,1960,domain,1 195  
161,Amy Clampitt,When did Anne Sexton die?,"October 4, 1974",domain,198  9 3 
162,Amy Clampitt,How did Anne Sexton die?,By suicide,domain,Wore a 10.5-inch (27 cm) high steel and concrete 'Anagram' to the Academy Awards
163,Amy Clampitt,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain,"   1.  2.  No, and the Pulitzer Prize for 1968 and 1969."
164,Amy Clampitt,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain,"   1972, for  1,  and "
165,Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity,Al  1 and 2.
166,Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity,"To   1)  Foster,  2   2)  3  3  3  and  4  4  4  4  and  5  5  "
167,Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity,The   B  3 Lenox  Summer   2  0  0  0  Arts  and  The  4  2  0  0  Len  2  
168,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain,"The 1966  1,000 1,100 Pulitzer 1,100 "
169,Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity,The women's (suffrage) movement and the abolition (of slavery) movement.
170,Amy Clampitt,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain,"  1960, To  M. A.  (M.  Alan  N. ) "
171,Amy Clampitt,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain,She received her B.A. and M.A. degrees from         Rad  Cl   '
172,Amy Clampitt,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain,"A teacher, and later, Elizabeth's parents, and also a family friend, and a mentor, and a mentor, and a mentor, and a mentor, and a mentor, and a mentor, and a mentor, and a"
173,Amy Clampitt,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain,   1 3
174,Amy Clampitt,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain,The 2003 film '  1  ' (  1  ) 2  (  2  ) 1 
175,Amy Clampitt,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain,   The  (1983)
176,Amy Clampitt,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain,The    University  of        Florida  and                               
177,Amy Clampitt,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain,"Vas  1, 1968, Bishop took  1  1/ 2  1/ 2  1  1/ 2  1  1/ 2  1  "
178,Amy Clampitt,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain,The University of  Ken  yucky
179,Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity,"The first intercollegiate 8- 0 0 football game, and the first college 8- 0 0 8- 0 0 8- 0 0 team."
180,Amy Clampitt,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain,"The 1971  1,  000 1"
181,Amy Clampitt,When was Anne Sexton born?,"November 9, 1928",domain,"November    9,   1919."
182,Amy Clampitt,Where was Anne Sexton born?,"Newton, Massachusetts",domain,"  1930,  New   Mass  and  Boston,   Massachusetts  and  Newton,  Massachusetts  and   New  Cambridge,  Massachusetts  and   New  England  and  New  England  and"
183,Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity,A large fire.
184,Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity,"The Smith   1,  the  Smith  2,  and  the  Smith  3."
185,Amy Clampitt,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain,"  1.  11 January 1891
 2.  Brooklyn, New York
3."
186,Amy Clampitt,What was Elizabeth Bishop's major in college?,English,domain,The   .
187,Amy Clampitt,What was Elizabeth Bishop's first published book of poetry?,North & South,domain,   1  1
188,Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity,The Be  80th St.
189,Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity,"The college,   11    30"
190,Amy Clampitt,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain,S   1
191,Amy Clampitt,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain,The  3-   1   re-  im  -  -  -
192,Amy Clampitt,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain,"Elizabeth Bishop's mother suffered a mental and emotional breakdown, and was eventually institutionalized for 30  33 years."
193,Amy Clampitt,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain,   1  2  Linda 3 
194,Amy Clampitt,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain,   1.  1
195,Amy Clampitt,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain,The T   S.  E.        2012
196,Amy Clampitt,In what year was Sharon Olds' collection 'The Dead and the Living' published?,1984,domain,1984.
197,Amy Clampitt,What was the title of Sharon Olds' first collection of poetry?,Satan Says,domain,"  1977, called     The  ( 1977  )."
198,Amy Clampitt,What was the name of the literary magazine that rejected Sharon Olds' poetry?,Not specified,domain,"I   1,  and 2.  The New American Poetry, 1960, and  The 100  (New  York  and  New  City  divisions)"
